Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
30084	Liªu Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30085	Liªu Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30086	Liªu Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30087	Liªu Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30088	Liªu Th­¬ng ¦ng T­íng Qu©n trang 	13068	1	13068	2	13070	1	484	4									<color=Gold>
30089	Liªu Th­¬ng ¦ng T­íng Qu©n trang 	13068	1	13068	2	13070	1	484	4									<color=Gold>
30090	Liªu Th­¬ng ¦ng T­íng Qu©n trang 	13068	1	13068	2	13070	1	484	4									<color=Gold>
30091	Liªu Th­¬ng ¦ng T­íng Qu©n trang 	13068	1	13068	2	13070	1	484	4									<color=Gold>
30092	Liªu Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30093	Liªu Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30094	Liªu Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30095	Liªu Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30096	Th«ng Thiªn DiÖt §Şch KiÕm																	<color=Gold>
30097	Th«ng Thiªn DiÖt §Şch §ao																	<color=Gold>
30098	Th«ng Thiªn DiÖt §Şch Bót																	<color=Gold>
30099	Th«ng Thiªn DiÖt §Şch Tr¶o																	<color=Gold>
30100	Th«ng Thiªn DiÖt §Şch Chi																	<color=Gold>
30101	TÇm H­¬ng	304	1	305	1	280	2											<color=Green2>
30102	TÇm H­¬ng	304	1	305	1	280	2											<color=Green2>
30111	Th¸m Ngäc	306	1	248	3	263	2	261	1									<color=Green2>
30112	Th¸m Ngäc	306	1	248	3	263	2	261	1									<color=Green2>
30121	Nghªnh H­¬ng Sø	304	2	404	1	310	3	309	3	605	1							<color=Purple>
30122	Nghªnh H­¬ng Sø	304	2	404	1	310	3	309	3	605	1							<color=Purple>
30131	B¨ng T©m Ngäc N÷	305	2	404	1	495	1	497	1	607	1							<color=Purple>
30132	B¨ng T©m Ngäc N÷	305	2	404	1	495	1	497	1	607	1							<color=Purple>
30141	Linh §éng T«n Gi¶	290	3	404	1	495	2	606	1	608	1							<color=Gold>
30142	Linh §éng T«n Gi¶	290	3	404	1	495	2	606	1	608	1							<color=Gold>
31102	Ch©n Ma §ao																	<color=Fire>
31103	Ch©n Ma Thñ																	<color=Fire>
31104	Ch©n Ma Tr­îng																	<color=Fire>
31105	Ch©n Ma Ch©m																	<color=Fire>
31106	Ch©n Ma KiÕm																	<color=Fire>
31107	Ch©n Ma CÇm																	<color=Fire>
31108	Ch©n Ma Thñ																	<color=Fire>
31109	Ch©n Ma C«n																	<color=Fire>
31110	Ch©n Ma KiÕm																	<color=Fire>
31111	Ch©n Ma Bót																	<color=Fire>
31112	Ch©n Ma Th­¬ng																	<color=Fire>
31113	Ch©n Ma Cung																	<color=Fire>
31114	Ch©n Ma §ao																	<color=Fire>
31115	Ch©n Ma Tr¶o																	<color=Fire>
31116	Ch©n Ma KiÕm																	<color=Fire>
31117	Ch©n Ma §ao																	<color=Fire>
31118	Ch©n Ma Bót																	<color=Fire>
31119	Ch©n Ma Tr¶o																	<color=Fire>
31120	Ch©n Ma PhiÕn																	<color=Fire>
31121	Ch©n Ma Tiªu																	<color=Fire>
31122	Th«ng Thiªn DiÖt §Şch Tiªu																	<color=Gold>
31123	Giµy V¶i Th«																	<color=Green2>
31124	Tinh Trİ Bè Hµi																	<color=Blue2>
31125	Bè ChÕ Cao §ång Ngoa																	<color=Purple>
31126	ChiÕn Hµi Kim ChÕ ngò hµnh																	<color=Purple>
31127	ChiÕn Hµi Méc ChÕ ngò hµnh																	<color=Purple>
31128	ChiÕn Hµi Thñy ChÕ ngò hµnh																	<color=Purple>
31129	ChiÕn Hµi Háa ChÕ ngò hµnh																	<color=Purple>
31130	ChiÕn Hµi Thæ ChÕ ngò hµnh																	<color=Purple>
31131	ChiÕn Hµi ¢m ChÕ ngò hµnh																	<color=Purple>
31132	Phi Phong T¹o Bè																	<color=Green2>
31133	Phi Phong CÈm §o¹n																	<color=Blue2>
31134	Phi Phong Háa V©n																	<color=Purple>
31135	Phi Phong Kim ChÕ ngò hµnh																	<color=Purple>
31136	Phi Phong Méc ChÕ ngò hµnh																	<color=Purple>
31137	Phi Phong Thñy ChÕ ngò hµnh																	<color=Purple>
31138	Phi Phong Háa ChÕ ngò hµnh																	<color=Purple>
31139	Phi Phong Thæ ChÕ ngò hµnh																	<color=Purple>
31140	Phi Phong ¢m ChÕ ngò hµnh																	<color=Purple>
31141	Huy Ch­¬ng §ång ChÕ																	<color=Green2>
31142	Huy Ch­¬ng ThiÕt ChÕ																	<color=Blue2>
31143	Huy Ch­¬ng Ngäc ChÕ																	<color=Purple>
31144	Huy Ch­¬ng Kim ChÕ ngò hµnh																	<color=Purple>
31145	Huy Ch­¬ng Méc ChÕ ngò hµnh																	<color=Purple>
31146	Huy Ch­¬ng Thñy ChÕ ngò hµnh																	<color=Purple>
31147	Huy Ch­¬ng Háa ChÕ ngò hµnh																	<color=Purple>
31148	Huy Ch­¬ng Thæ ChÕ ngò hµnh																	<color=Purple>
31149	Huy Ch­¬ng ¢m ChÕ ngò hµnh																	<color=Purple>
31150	Sù phÉn né cña Tèng T­íng Qu©n	13289	1	107	3													<color=Gold>
31151	Sù phÉn né cña Tèng T­íng Qu©n	13289	1	107	3													<color=Gold>
31152	Sù phÉn né cña Tèng T­íng Qu©n	13289	1	107	3													<color=Gold>
31153	Sù phÉn né cña Tèng T­íng Qu©n	13289	1	107	3													<color=Gold>
31154	Sù phÉn né cña Tèng Nguyªn So¸i	13289	2	252	2													<color=Gold>
31155	Sù phÉn né cña Tèng Nguyªn So¸i	13289	2	252	2													<color=Gold>
31156	Sù phÉn né cña Tèng Nguyªn So¸i	13289	2	252	2													<color=Gold>
31157	Sù phÉn né cña Tèng Nguyªn So¸i	13289	2	252	2													<color=Gold>
31158	Sù phÉn né cña Liªu T­íng Qu©n	13289	1	107	3													<color=Gold>
31159	Sù phÉn né cña Liªu T­íng Qu©n	13289	1	107	3													<color=Gold>
31160	Sù phÉn né cña Liªu T­íng Qu©n	13289	1	107	3													<color=Gold>
31161	Sù phÉn né cña Liªu T­íng Qu©n	13289	1	107	3													<color=Gold>
31162	Sù phÉn né cña Liªu Nguyªn So¸i	13289	2	252	2													<color=Gold>
31163	Sù phÉn né cña Liªu Nguyªn So¸i	13289	2	252	2													<color=Gold>
31164	Sù phÉn né cña Liªu Nguyªn So¸i	13289	2	252	2													<color=Gold>
31165	Sù phÉn né cña Liªu Nguyªn So¸i	13289	2	252	2													<color=Gold>
31166	ChiÕn Cuång Tôc Gia	498	1	529	1	530	1											<color=Gold>
31167	ChiÕn Cuång Tôc Gia	498	1	529	1	530	1											<color=Gold>
31168	ChiÕn Cuång Vâ T¨ng	500	1	533	1	534	1											<color=Gold>
31169	ChiÕn Cuång Vâ T¨ng	500	1	533	1	534	1											<color=Gold>
31170	ChiÕn Cuång ThiÒn	499	1	531	1	532	1											<color=Gold>
31171	ChiÕn Cuång ThiÒn	499	1	531	1	532	1											<color=Gold>
31172	ChiÕn Cuång §­êng M«n 	501	1	535	1	536	1											<color=Gold>
31173	ChiÕn Cuång §­êng M«n 	501	1	535	1	536	1											<color=Gold>
31174	ChiÕn Cuång §­êng M«n 	501	1	535	1	536	1											<color=Gold>
31175	ChiÕn Cuång §­êng M«n 	501	1	535	1	536	1											<color=Gold>
31176	ChiÕn Cuång PhËt	538	1	537	1	502	1											<color=Gold>
31177	ChiÕn Cuång PhËt	538	1	537	1	502	1											<color=Gold>
31178	ChiÕn Cuång CÇm	503	1	539	1	540	1											<color=Gold>
31179	ChiÕn Cuång CÇm	503	1	539	1	540	1											<color=Gold>
31180	ChiÕn Cuång Ch­ëng	504	1	541	1	542	1											<color=Gold>
31181	ChiÕn Cuång Ch­ëng	504	1	541	1	542	1											<color=Gold>
31182	ChiÕn Cuång Ch­ëng	504	1	541	1	542	1											<color=Gold>
31183	ChiÕn Cuång Ch­ëng	504	1	541	1	542	1											<color=Gold>
31184	ChiÕn Cuång C«n	505	1	543	1	544	1											<color=Gold>
31185	ChiÕn Cuång C«n	505	1	543	1	544	1											<color=Gold>
31186	ChiÕn Cuång C«n	505	1	543	1	544	1											<color=Gold>
31187	ChiÕn Cuång C«n	505	1	543	1	544	1											<color=Gold>
31188	ChiÕn Cuång §¹o	506	1	276	1	546	1											<color=Gold>
31189	ChiÕn Cuång §¹o	506	1	276	1	546	1											<color=Gold>
31190	ChiÕn Cuång §¹o	506	1	276	1	546	1											<color=Gold>
31191	ChiÕn Cuång §¹o	506	1	276	1	546	1											<color=Gold>
31192	ChiÕn Cuång Bót	507	1	547	1	548	1											<color=Gold>
31193	ChiÕn Cuång Bót	507	1	547	1	548	1											<color=Gold>
31194	ChiÕn Cuång Bót	507	1	547	1	548	1											<color=Gold>
31195	ChiÕn Cuång Bót	507	1	547	1	548	1											<color=Gold>
31196	ChiÕn Cuång Th­¬ng	508	1	549	1	550	1											<color=Gold>
31197	ChiÕn Cuång Th­¬ng	508	1	549	1	550	1											<color=Gold>
31198	ChiÕn Cuång Th­¬ng	508	1	549	1	550	1											<color=Gold>
31199	ChiÕn Cuång Th­¬ng	508	1	549	1	550	1											<color=Gold>
31200	ChiÕn Cuång Cung	509	1	551	1	552	1											<color=Gold>
31201	ChiÕn Cuång Cung	509	1	551	1	552	1											<color=Gold>
31202	ChiÕn Cuång Cung	509	1	551	1	552	1											<color=Gold>
31203	ChiÕn Cuång Cung	509	1	551	1	552	1											<color=Gold>
31204	ChiÕn Cuång Tµ HiÖp	510	1	553	1	554	1											<color=Gold>
31205	ChiÕn Cuång Tµ HiÖp	510	1	553	1	554	1											<color=Gold>
31206	ChiÕn Cuång Tµ HiÖp	510	1	553	1	554	1											<color=Gold>
31207	ChiÕn Cuång Tµ HiÖp	510	1	553	1	554	1											<color=Gold>
31208	ChiÕn Cuång Cæ	511	1	555	1	557	1											<color=Gold>
31209	ChiÕn Cuång Cæ	511	1	555	1	557	1											<color=Gold>
31210	ChiÕn Cuång Cæ	511	1	555	1	557	1											<color=Gold>
31211	ChiÕn Cuång Cæ	511	1	555	1	557	1											<color=Gold>
31212	ChiÕn Cuång Thiªn S­	587	1	276	1	588	1											<color=Gold>
31213	ChiÕn Cuång Thiªn S­	587	1	276	1	588	1											<color=Gold>
31214	ChiÕn Cuång Minh §ao 	590	1	591	1	592	1											<color=Gold>
31215	ChiÕn Cuång Minh §ao 	590	1	591	1	592	1											<color=Gold>
31216	ChiÕn Cuång Minh §ao 	590	1	591	1	592	1											<color=Gold>
31217	ChiÕn Cuång Minh §ao 	590	1	591	1	592	1											<color=Gold>
31218	ChiÕn Cuång TrËn Binh	595	1	594	1	596	1											<color=Gold>
31219	ChiÕn Cuång TrËn Binh	595	1	594	1	596	1											<color=Gold>
31220	ChiÕn Cuång TrËn Binh	595	1	594	1	596	1											<color=Gold>
31221	ChiÕn Cuång TrËn Binh	595	1	594	1	596	1											<color=Gold>
31222	ChiÕn Cuång HuyÕt Nh©n	599	1	598	1	600	1											<color=Gold>
31223	ChiÕn Cuång HuyÕt Nh©n	599	1	598	1	600	1											<color=Gold>
31224	ChiÕn Cuång HuyÕt Nh©n	599	1	598	1	600	1											<color=Gold>
31225	ChiÕn Cuång HuyÕt Nh©n	599	1	598	1	600	1											<color=Gold>
31226	ChiÕn Cuång Vò Tiªn	603	1	602	1	604	1											<color=Gold>
31227	ChiÕn Cuång Vò Tiªn	603	1	602	1	604	1											<color=Gold>
31228	ChiÕn Cuång Linh N÷	607	1	606	1	608	1											<color=Gold>
31229	ChiÕn Cuång Linh N÷	607	1	606	1	608	1											<color=Gold>
31230	Thiªn H¹ V« §Şch	13354	2	13355	3													<color=Gold>
31231	Thiªn H¹ V« §Şch	13354	2	13355	3													<color=Gold>
31232	Thiªn H¹ V« §Şch	13354	2	13355	3													<color=Gold>
31233	Thiªn H¹ V« §Şch	13354	2	13355	3													<color=Gold>
31234	Du HiÖp	13458	8	329	6													<color=Gold>
31235	ThiÕt HuyÕt	13458	9	13462	5													<color=Gold>
31236	V©n Du	13458	7	13463	5													<color=Gold>
31237	Tèng L«i Hæ Dòng SÜ	408	4	477	1	406	1	329	7									<color=Gold>
31238	Tèng L«i Hæ Dòng SÜ	408	4	477	1	406	1	329	7									<color=Gold>
31239	Tèng L«i Hæ Dòng SÜ	408	4	477	1	406	1	329	7									<color=Gold>
31240	Tèng L«i Hæ Dòng SÜ	408	4	477	1	406	1	329	7									<color=Gold>
31241	Tèng L«i Hæ T­íng	584	1	477	1	286	2	583	4									<color=Gold>
31242	Tèng L«i Hæ T­íng	584	1	477	1	286	2	583	4									<color=Gold>
31243	Tèng L«i Hæ T­íng	584	1	477	1	286	2	583	4									<color=Gold>
31244	Tèng L«i Hæ T­íng	584	1	477	1	286	2	583	4									<color=Gold>
31245	Tèng L«i Hæ So¸i	584	4	585	2	483	5	583	6									<color=Gold>
31246	Tèng L«i Hæ So¸i	584	4	585	2	483	5	583	6									<color=Gold>
31247	Tèng L«i Hæ So¸i	584	4	585	2	483	5	583	6									<color=Gold>
31248	Tèng L«i Hæ So¸i	584	4	585	2	483	5	583	6									<color=Gold>
31249	Liªu l«i hæ dòng sÜ	408	4	477	1	406	1	329	7									<color=Gold>
31250	Liªu l«i hæ dòng sÜ	408	4	477	1	406	1	329	7									<color=Gold>
31251	Liªu l«i hæ dòng sÜ	408	4	477	1	406	1	329	7									<color=Gold>
31252	Liªu l«i hæ dòng sÜ	408	4	477	1	406	1	329	7									<color=Gold>
31253	Liªu l«i hæ t­íng qu©n	584	1	477	1	286	2	583	4									<color=Gold>
31254	Liªu l«i hæ t­íng qu©n	584	1	477	1	286	2	583	4									<color=Gold>
31255	Liªu l«i hæ t­íng qu©n	584	1	477	1	286	2	583	4									<color=Gold>
31256	Liªu l«i hæ t­íng qu©n	584	1	477	1	286	2	583	4									<color=Gold>
31257	Liªu l«i hæ nguyªn so¸i	584	4	585	2	483	5	583	6									<color=Gold>
31258	Liªu l«i hæ nguyªn so¸i	584	4	585	2	483	5	583	6									<color=Gold>
31259	Liªu l«i hæ nguyªn so¸i	584	4	585	2	483	5	583	6									<color=Gold>
31260	Liªu l«i hæ nguyªn so¸i	584	4	585	2	483	5	583	6									<color=Gold>
31261	Linh §å M·o																	<color=Gold>
31262	Linh §å M·o																	<color=Gold>
31263	Linh §å M·o																	<color=Gold>
31264	Linh §å M·o																	<color=Gold>
31265	Linh §å Y																	<color=Gold>
31266	Linh §å Y																	<color=Gold>
31267	Linh §å Y																	<color=Gold>
31268	Linh §å Y																	<color=Gold>
31269	Linh §å Trang (th­¬ng)																	<color=Gold>
31270	Linh §å Trang (th­¬ng)																	<color=Gold>
31271	Linh §å Trang (th­¬ng)																	<color=Gold>
31272	Linh §å Trang (th­¬ng)																	<color=Gold>
31273	Linh §å Trang (ngo¹i)																	<color=Gold>
31274	Linh §å Trang (ngo¹i)																	<color=Gold>
31275	Linh §å Trang (ngo¹i)																	<color=Gold>
31276	Linh §å Trang (ngo¹i)																	<color=Gold>
31277	Linh §å Trang (néi)																	<color=Gold>
31278	Linh §å Trang (néi)																	<color=Gold>
31279	Linh §å Trang (néi)																	<color=Gold>
31280	Linh §å Trang (néi)																	<color=Gold>
31281	Linh §å §ao																	<color=Gold>
31282	Linh §å Tr­îng																	<color=Gold>
31283	Linh §å Thñ																	<color=Gold>
31284	Linh §å Ch©m																	<color=Gold>
31285	Linh §å KiÕm																	<color=Gold>
31286	Linh §å §µn																	<color=Gold>
31287	Linh §å Thñ																	<color=Gold>
31288	Linh §å C«n																	<color=Gold>
31289	Linh §å KiÕm																	<color=Gold>
31290	Linh §å Bót																	<color=Gold>
31291	Linh §å Th­¬ng																	<color=Gold>
31292	Linh §å Cung																	<color=Gold>
31293	Linh §å §ao																	<color=Gold>
31294	Linh §å Tr¶o																	<color=Gold>
31295	Linh §å KiÕm																	<color=Gold>
31296	Linh §å PhiÕn																	<color=Gold>
31297	Linh §å §Şch																	<color=Gold>
31298	Linh §å Giíi	841	4															<color=Gold>
31299	Hµo HiÖp §Çu																	<color=Gold>
31300	Hµo HiÖp §Çu																	<color=Gold>
31301	Hµo HiÖp §Çu																	<color=Gold>
31302	Hµo HiÖp §Çu																	<color=Gold>
31303	Hµo HiÖp §Çu																	<color=Gold>
31304	Hµo HiÖp §Çu																	<color=Gold>
31305	Hµo HiÖp §Çu																	<color=Gold>
31306	Hµo HiÖp §Çu																	<color=Gold>
31307	Hµo HiÖp §Çu																	<color=Gold>
31308	Hµo HiÖp §Çu																	<color=Gold>
31309	Hµo HiÖp §Çu																	<color=Gold>
31310	Hµo HiÖp §Çu																	<color=Gold>
31311	Hµo HiÖp §Çu																	<color=Gold>
31312	Hµo HiÖp §Çu																	<color=Gold>
31313	Hµo HiÖp §Çu																	<color=Gold>
31314	Hµo HiÖp §Çu																	<color=Gold>
31315	Hµo HiÖp §Çu																	<color=Gold>
31316	Hµo HiÖp §Çu																	<color=Gold>
31317	Hµo HiÖp §Çu																	<color=Gold>
31318	Hµo HiÖp §Çu																	<color=Gold>
31319	Hµo HiÖp §Çu																	<color=Gold>
31320	Hµo HiÖp §Çu																	<color=Gold>
31321	Hµo HiÖp §Çu																	<color=Gold>
31322	Hµo HiÖp §Çu																	<color=Gold>
31323	Hµo HiÖp §Çu																	<color=Gold>
31324	Hµo HiÖp §Çu																	<color=Gold>
31325	Hµo HiÖp §Çu																	<color=Gold>
31326	Hµo HiÖp §Çu																	<color=Gold>
31327	Hµo HiÖp §Çu																	<color=Gold>
31328	Hµo HiÖp §Çu																	<color=Gold>
31329	Hµo HiÖp §Çu																	<color=Gold>
31330	Hµo HiÖp §Çu																	<color=Gold>
31331	Hµo HiÖp §Çu																	<color=Gold>
31332	Hµo HiÖp §Çu																	<color=Gold>
31333	Hµo HiÖp §Çu																	<color=Gold>
31334	Hµo HiÖp §Çu																	<color=Gold>
31335	Hµo HiÖp §Çu																	<color=Gold>
31336	Hµo HiÖp §Çu																	<color=Gold>
31337	Hµo HiÖp §Çu																	<color=Gold>
31338	Hµo HiÖp §Çu																	<color=Gold>
31339	Hµo HiÖp §Çu																	<color=Gold>
31340	Hµo HiÖp §Çu																	<color=Gold>
31341	Hµo HiÖp §Çu																	<color=Gold>
31342	Hµo HiÖp §Çu																	<color=Gold>
31343	Hµo HiÖp §Çu																	<color=Gold>
31344	Hµo HiÖp §Çu																	<color=Gold>
31345	Hµo HiÖp §Çu																	<color=Gold>
31346	Hµo HiÖp §Çu																	<color=Gold>
31347	Hµo HiÖp §Çu																	<color=Gold>
31348	Hµo HiÖp §Çu																	<color=Gold>
31349	Hµo HiÖp §Çu																	<color=Gold>
31350	Hµo HiÖp §Çu																	<color=Gold>
31351	Hµo HiÖp §Çu																	<color=Gold>
31352	Hµo HiÖp §Çu																	<color=Gold>
31353	Hµo HiÖp §Çu																	<color=Gold>
31354	Hµo HiÖp §Çu																	<color=Gold>
31355	Hµo HiÖp §Çu																	<color=Gold>
31356	Hµo HiÖp §Çu																	<color=Gold>
31357	Hµo HiÖp §Çu																	<color=Gold>
31358	Hµo HiÖp §Çu																	<color=Gold>
31359	Hµo HiÖp §Çu																	<color=Gold>
31360	Hµo HiÖp §Çu																	<color=Gold>
31361	Hµo HiÖp §Çu																	<color=Gold>
31362	Hµo HiÖp §Çu																	<color=Gold>
31363	Hµo HiÖp y																	<color=Gold>
31364	Hµo HiÖp y																	<color=Gold>
31365	Hµo HiÖp y																	<color=Gold>
31366	Hµo HiÖp y																	<color=Gold>
31367	Hµo HiÖp y																	<color=Gold>
31368	Hµo HiÖp y																	<color=Gold>
31369	Hµo HiÖp y																	<color=Gold>
31370	Hµo HiÖp y																	<color=Gold>
31371	Hµo HiÖp y																	<color=Gold>
31372	Hµo HiÖp y																	<color=Gold>
31373	Hµo HiÖp y																	<color=Gold>
31374	Hµo HiÖp y																	<color=Gold>
31375	Hµo HiÖp y																	<color=Gold>
31376	Hµo HiÖp y																	<color=Gold>
31377	Hµo HiÖp y																	<color=Gold>
31378	Hµo HiÖp y																	<color=Gold>
31379	Hµo HiÖp y																	<color=Gold>
31380	Hµo HiÖp y																	<color=Gold>
31381	Hµo HiÖp y																	<color=Gold>
31382	Hµo HiÖp y																	<color=Gold>
31383	Hµo HiÖp y																	<color=Gold>
31384	Hµo HiÖp y																	<color=Gold>
31385	Hµo HiÖp y																	<color=Gold>
31386	Hµo HiÖp y																	<color=Gold>
31387	Hµo HiÖp y																	<color=Gold>
31388	Hµo HiÖp y																	<color=Gold>
31389	Hµo HiÖp y																	<color=Gold>
31390	Hµo HiÖp y																	<color=Gold>
31391	Hµo HiÖp y																	<color=Gold>
31392	Hµo HiÖp y																	<color=Gold>
31393	Hµo HiÖp y																	<color=Gold>
31394	Hµo HiÖp y																	<color=Gold>
31395	Hµo HiÖp y																	<color=Gold>
31396	Hµo HiÖp y																	<color=Gold>
31397	Hµo HiÖp y																	<color=Gold>
31398	Hµo HiÖp y																	<color=Gold>
31399	Hµo HiÖp y																	<color=Gold>
31400	Hµo HiÖp y																	<color=Gold>
31401	Hµo HiÖp y																	<color=Gold>
31402	Hµo HiÖp y																	<color=Gold>
31403	Hµo HiÖp y																	<color=Gold>
31404	Hµo HiÖp y																	<color=Gold>
31405	Hµo HiÖp y																	<color=Gold>
31406	Hµo HiÖp y																	<color=Gold>
31407	Hµo HiÖp y																	<color=Gold>
