Tªn UÈn Linh	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Kh¶m n¹m tiªu hao (Vµng)	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)
H-Linh Viªn-Lv7	0	148	112	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-H¶i VËn-Lv7	0	148	113	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-H¶i T©m-Lv7	0	148	114	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-¦ng TËp-Lv7	0	148	115	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
H-Linh T©m-Lv7	0	148	116	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
																												
C-LiÖt Nham-Lv7	0	149	104	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Ph¸ Kh«ng-Lv7	0	149	105	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Tóy KiÕm-Lv7	0	149	106	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-TËt Phong-Lv7	0	149	107	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-TÊn Vò-Lv7	0	149	108	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-ThÇn Lùc-Lv7	0	149	109	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Ng­ng ThÇn-Lv7	0	149	110	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-V« Gian-Lv7	0	149	111	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-V« Cùc-Lv7	0	149	112	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Cuång NhÉn-Lv7	0	149	113	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-L¨ng NhuÖ-Lv7	0	149	114	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Linh Viªn-Lv7	0	149	115	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-H¶i VËn-Lv7	0	149	116	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-H¶i T©m-Lv7	0	149	117	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Qu¸n Th¹ch-Lv7	0	149	118	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Né Ng©m-Lv7	0	149	119	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
C-Xuyªn V©n-Lv7	0	149	120	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
																												
T-LiÖt Nham-Lv7	0	150	101	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Ph¸ Kh«ng-Lv7	0	150	102	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Tóy KiÕm-Lv7	0	150	103	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-TËt Phong-Lv7	0	150	104	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-TÊn Vò-Lv7	0	150	105	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-ThÇn Lùc-Lv7	0	150	106	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Ng­ng ThÇn-Lv7	0	150	107	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-V« Gian-Lv7	0	150	108	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-V« Cùc-Lv7	0	150	109	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Cuång NhÉn-Lv7	0	150	110	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-L¨ng NhuÖ-Lv7	0	150	111	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Linh Viªn-Lv7	0	150	112	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-H¶i VËn-Lv7	0	150	113	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-H¶i T©m-Lv7	0	150	114	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-V« L­îng-Lv7	0	150	115	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
T-Môc Minh-Lv7	0	150	116	0	20000	0	300											\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa120.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	7	2	1		1
																												
Long 5-H	0	148	117	0	12000		100											\image\item\wenshi\emb_cap1a1.spr	\image\item\wenshi\emb_cap1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Phông 5-H	0	148	118	0	12000		100											\image\item\wenshi\emb_cloth1a1.spr	\image\item\wenshi\emb_cloth1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Hæ 5-H	0	148	119	0	12000		100											\image\item\wenshi\emb_shoe1a1.spr	\image\item\wenshi\emb_shoe1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
¦ng 5-H	0	148	120	0	12000		100											\image\item\wenshi\emb_ring1a1.spr	\image\item\wenshi\emb_ring1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Long 5-C	0	149	121	0	12000		100											\image\item\wenshi\emb_cap7a1.spr	\image\item\wenshi\emb_cap7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Phông 5-C	0	149	122	0	12000		100											\image\item\wenshi\emb_cloth7a1.spr	\image\item\wenshi\emb_cloth7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Hæ 5-C	0	149	123	0	12000		100											\image\item\wenshi\emb_shoe7a1.spr	\image\item\wenshi\emb_shoe7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
¦ng 5-C	0	149	124	0	12000		100											\image\item\wenshi\emb_ring7a1.spr	\image\item\wenshi\emb_ring7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Long 5-T	0	150	117	0	12000		100											\image\item\wenshi\emb_cap10a1.spr	\image\item\wenshi\emb_cap10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Phông 5-T	0	150	118	0	12000		100											\image\item\wenshi\emb_cloth10a1.spr	\image\item\wenshi\emb_cloth10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
Hæ 5-T	0	150	119	0	12000		100											\image\item\wenshi\emb_shoe10a1.spr	\image\item\wenshi\emb_shoe10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
¦ng 5-T	0	150	120	0	12000		100											\image\item\wenshi\emb_ring10a1.spr	\image\item\wenshi\emb_ring10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
																												
Long 6-H	0	148	121	0	14000		800											\image\item\wenshi\emb_cap1a1.spr	\image\item\wenshi\emb_cap1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Phông 6-H	0	148	122	0	14000		800											\image\item\wenshi\emb_cloth1a1.spr	\image\item\wenshi\emb_cloth1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Hæ 6-H	0	148	123	0	14000		800											\image\item\wenshi\emb_shoe1a1.spr	\image\item\wenshi\emb_shoe1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
¦ng 6-H	0	148	124	0	14000		800											\image\item\wenshi\emb_ring1a1.spr	\image\item\wenshi\emb_ring1a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Long 6-C	0	149	125	0	14000		800											\image\item\wenshi\emb_cap7a1.spr	\image\item\wenshi\emb_cap7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Phông 6-C	0	149	126	0	14000		800											\image\item\wenshi\emb_cloth7a1.spr	\image\item\wenshi\emb_cloth7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Hæ 6-C	0	149	127	0	14000		800											\image\item\wenshi\emb_shoe7a1.spr	\image\item\wenshi\emb_shoe7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
¦ng 6-C	0	149	128	0	14000		800											\image\item\wenshi\emb_ring7a1.spr	\image\item\wenshi\emb_ring7a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo ¸o ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Long 6-T	0	150	121	0	14000		800											\image\item\wenshi\emb_cap10a1.spr	\image\item\wenshi\emb_cap10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Phông 6-T	0	150	122	0	14000		800											\image\item\wenshi\emb_cloth10a1.spr	\image\item\wenshi\emb_cloth10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
Hæ 6-T	0	150	123	0	14000		800											\image\item\wenshi\emb_shoe10a1.spr	\image\item\wenshi\emb_shoe10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
¦ng 6-T	0	150	124	0	14000		800											\image\item\wenshi\emb_ring10a1.spr	\image\item\wenshi\emb_ring10a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo quÇn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
																												
Long 7-H	0	148	125	0	16000		800											\image\item\wenshi\emb_cap2a1.spr	\image\item\wenshi\emb_cap2a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
Phông 7-H	0	148	126	0	16000		800											\image\item\wenshi\emb_cloth2a1.spr	\image\item\wenshi\emb_cloth2a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
Hæ 7-H	0	148	127	0	16000		800											\image\item\wenshi\emb_shoe2a1.spr	\image\item\wenshi\emb_shoe2a0.spr	Cã thÓ uÈn linh thuéc tİnh vµo nãn ngo¹i trang, cã thÓ trùc tiÕp uÈn linh thuéc tİnh vµom nh­ng kh«ng thÓ l­u tr÷.		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
