装备名称	大类型	副类型	详细类别	在界面上显示的小图（标准男）	在界面上显示的大图（标准男）	在界面上显示的小图（魁梧男）	在界面上显示的大图（魁梧男）	在界面上显示的小图（性感女）	在界面上显示的大图（性感女）	在界面上显示的小图（娇小女）	在界面上显示的大图（娇小女）	装备在身上的时候，使用的显示类型名字（标准男）	装备在身上的时候，使用的显示类型名字（魁梧男）	装备在身上的时候，使用的显示类型名字（性感女）	装备在身上的时候，使用的显示类型名字（娇小女）	装备在身上的时候，使用的显示类型名字（武器）	
宋虎威元帅中级双刀	0	7	32319	\image\item\weapon\五毒双刀虎威初级a1.spr	\image\item\weapon\五毒双刀虎威初级a0.spr	\image\item\weapon\五毒双刀虎威初级a1.spr	\image\item\weapon\五毒双刀虎威初级a0.spr	\image\item\weapon\五毒双刀虎威初级a1.spr	\image\item\weapon\五毒双刀虎威初级a0.spr	\image\item\weapon\五毒双刀虎威初级a1.spr	\image\item\weapon\五毒双刀虎威初级a0.spr					五毒刀18	
宋虎威元帅中级爪	0	11	32320	\image\item\weapon\五毒爪虎威初级a1.spr	\image\item\weapon\五毒爪虎威初级a0.spr	\image\item\weapon\五毒爪虎威初级a1.spr	\image\item\weapon\五毒爪虎威初级a0.spr	\image\item\weapon\五毒爪虎威初级a1.spr	\image\item\weapon\五毒爪虎威初级a0.spr	\image\item\weapon\五毒爪虎威初级a1.spr	\image\item\weapon\五毒爪虎威初级a0.spr					五毒爪18	
宋虎威元帅中级剑	0	2	32321	\image\item\weapon\昆仑天师剑虎威初级a1.spr	\image\item\weapon\昆仑天师剑虎威初级a0.spr	\image\item\weapon\昆仑天师剑虎威初级a1.spr	\image\item\weapon\昆仑天师剑虎威初级a0.spr	\image\item\weapon\昆仑天师剑虎威初级a1.spr	\image\item\weapon\昆仑天师剑虎威初级a0.spr	\image\item\weapon\昆仑天师剑虎威初级a1.spr	\image\item\weapon\昆仑天师剑虎威初级a0.spr					昆仑剑18	
宋虎威元帅中级刀	0	3	32322	\image\item\weapon\明教刀虎威初级a1.spr	\image\item\weapon\明教刀虎威初级a0.spr	\image\item\weapon\明教刀虎威初级a1.spr	\image\item\weapon\明教刀虎威初级a0.spr	\image\item\weapon\明教刀虎威初级a1.spr	\image\item\weapon\明教刀虎威初级a0.spr	\image\item\weapon\明教刀虎威初级a1.spr	\image\item\weapon\明教刀虎威初级a0.spr					明教刀18	
宋虎威元帅中级笔	0	9	32323	\image\item\weapon\明教笔虎威初级a1.spr	\image\item\weapon\明教笔虎威初级a0.spr	\image\item\weapon\明教笔虎威初级a1.spr	\image\item\weapon\明教笔虎威初级a0.spr	\image\item\weapon\明教笔虎威初级a1.spr	\image\item\weapon\明教笔虎威初级a0.spr	\image\item\weapon\明教笔虎威初级a1.spr	\image\item\weapon\明教笔虎威初级a0.spr					明教笔18	
宋虎威元帅中级爪	0	11	32324	\image\item\weapon\明教爪虎威初级a1.spr	\image\item\weapon\明教爪虎威初级a0.spr	\image\item\weapon\明教爪虎威初级a1.spr	\image\item\weapon\明教爪虎威初级a0.spr	\image\item\weapon\明教爪虎威初级a1.spr	\image\item\weapon\明教爪虎威初级a0.spr	\image\item\weapon\明教爪虎威初级a1.spr	\image\item\weapon\明教爪虎威初级a0.spr					明教爪18	
宋虎威元帅中级扇	0	13	32325	\image\item\weapon\翠烟扇虎威初级a1.spr	\image\item\weapon\翠烟扇虎威初级a0.spr	\image\item\weapon\翠烟扇虎威初级a1.spr	\image\item\weapon\翠烟扇虎威初级a0.spr	\image\item\weapon\翠烟扇虎威初级a1.spr	\image\item\weapon\翠烟扇虎威初级a0.spr	\image\item\weapon\翠烟扇虎威初级a1.spr	\image\item\weapon\翠烟扇虎威初级a0.spr					翠烟扇18	
宋虎威元帅中级笛	0	12	32326	\image\item\weapon\翠烟笛虎威初级a1.spr	\image\item\weapon\翠烟笛虎威初级a0.spr	\image\item\weapon\翠烟笛虎威初级a1.spr	\image\item\weapon\翠烟笛虎威初级a0.spr	\image\item\weapon\翠烟笛虎威初级a1.spr	\image\item\weapon\翠烟笛虎威初级a0.spr	\image\item\weapon\翠烟笛虎威初级a1.spr	\image\item\weapon\翠烟笛虎威初级a0.spr					翠烟笛18	
宋虎威元帅中级匕首	0	14	32327	\image\item\weapon\唐门匕首虎威初级a1.spr	\image\item\weapon\唐门匕首虎威初级a0.spr	\image\item\weapon\唐门匕首虎威初级a1.spr	\image\item\weapon\唐门匕首虎威初级a0.spr	\image\item\weapon\唐门匕首虎威初级a1.spr	\image\item\weapon\唐门匕首虎威初级a0.spr	\image\item\weapon\唐门匕首虎威初级a1.spr	\image\item\weapon\唐门匕首虎威初级a0.spr					唐匕首18	
宋虎威元帅中级剑	0	2	32328	\image\item\weapon\昆仑剑尊剑虎威初级a1.spr	\image\item\weapon\昆仑剑尊剑虎威初级a0.spr	\image\item\weapon\昆仑剑尊剑虎威初级a1.spr	\image\item\weapon\昆仑剑尊剑虎威初级a0.spr	\image\item\weapon\昆仑剑尊剑虎威初级a1.spr	\image\item\weapon\昆仑剑尊剑虎威初级a0.spr	\image\item\weapon\昆仑剑尊剑虎威初级a1.spr	\image\item\weapon\昆仑剑尊剑虎威初级a0.spr					剑尊剑18	
宋虎威元帅高级刀	0	3	32329	\image\item\weapon\少林刀虎威高级a1.spr	\image\item\weapon\少林刀虎威高级a0.spr	\image\item\weapon\少林刀虎威高级a1.spr	\image\item\weapon\少林刀虎威高级a0.spr	\image\item\weapon\少林刀虎威高级a1.spr	\image\item\weapon\少林刀虎威高级a0.spr	\image\item\weapon\少林刀虎威高级a1.spr	\image\item\weapon\少林刀虎威高级a0.spr					少林刀19	
宋虎威元帅高级杖	0	8	32330	\image\item\weapon\少林杖虎威高级a1.spr	\image\item\weapon\少林杖虎威高级a0.spr	\image\item\weapon\少林杖虎威高级a1.spr	\image\item\weapon\少林杖虎威高级a0.spr	\image\item\weapon\少林杖虎威高级a1.spr	\image\item\weapon\少林杖虎威高级a0.spr	\image\item\weapon\少林杖虎威高级a1.spr	\image\item\weapon\少林杖虎威高级a0.spr					少林禅19	
宋虎威元帅高级手	0	0	32331	\image\item\weapon\少林手虎威高级a1.spr	\image\item\weapon\少林手虎威高级a0.spr	\image\item\weapon\少林手虎威高级a1.spr	\image\item\weapon\少林手虎威高级a0.spr	\image\item\weapon\少林手虎威高级a1.spr	\image\item\weapon\少林手虎威高级a0.spr	\image\item\weapon\少林手虎威高级a1.spr	\image\item\weapon\少林手虎威高级a0.spr						
宋虎威元帅高级针	0	1	32332	\image\item\weapon\唐门针虎威高级a1.spr	\image\item\weapon\唐门针虎威高级a0.spr	\image\item\weapon\唐门针虎威高级a1.spr	\image\item\weapon\唐门针虎威高级a0.spr	\image\item\weapon\唐门针虎威高级a1.spr	\image\item\weapon\唐门针虎威高级a0.spr	\image\item\weapon\唐门针虎威高级a1.spr	\image\item\weapon\唐门针虎威高级a0.spr						
宋虎威元帅高级剑	0	2	32333	\image\item\weapon\峨眉剑虎威高级a1.spr	\image\item\weapon\峨眉剑虎威高级a0.spr	\image\item\weapon\峨眉剑虎威高级a1.spr	\image\item\weapon\峨眉剑虎威高级a0.spr	\image\item\weapon\峨眉剑虎威高级a1.spr	\image\item\weapon\峨眉剑虎威高级a0.spr	\image\item\weapon\峨眉剑虎威高级a1.spr	\image\item\weapon\峨眉剑虎威高级a0.spr					峨眉剑19	
宋虎威元帅高级琴	0	10	32334	\image\item\weapon\峨眉琴虎威高级a1.spr	\image\item\weapon\峨眉琴虎威高级a0.spr	\image\item\weapon\峨眉琴虎威高级a1.spr	\image\item\weapon\峨眉琴虎威高级a0.spr	\image\item\weapon\峨眉琴虎威高级a1.spr	\image\item\weapon\峨眉琴虎威高级a0.spr	\image\item\weapon\峨眉琴虎威高级a1.spr	\image\item\weapon\峨眉琴虎威高级a0.spr					峨眉琴19	
宋虎威元帅高级手	0	0	32335	\image\item\weapon\丐帮手虎威高级a1.spr	\image\item\weapon\丐帮手虎威高级a0.spr	\image\item\weapon\丐帮手虎威高级a1.spr	\image\item\weapon\丐帮手虎威高级a0.spr	\image\item\weapon\丐帮手虎威高级a1.spr	\image\item\weapon\丐帮手虎威高级a0.spr	\image\item\weapon\丐帮手虎威高级a1.spr	\image\item\weapon\丐帮手虎威高级a0.spr						
宋虎威元帅高级棍	0	5	32336	\image\item\weapon\丐帮棍虎威高级a1.spr	\image\item\weapon\丐帮棍虎威高级a0.spr	\image\item\weapon\丐帮棍虎威高级a1.spr	\image\item\weapon\丐帮棍虎威高级a0.spr	\image\item\weapon\丐帮棍虎威高级a1.spr	\image\item\weapon\丐帮棍虎威高级a0.spr	\image\item\weapon\丐帮棍虎威高级a1.spr	\image\item\weapon\丐帮棍虎威高级a0.spr					丐帮棍19	
宋虎威元帅高级剑	0	2	32337	\image\item\weapon\武当剑虎威高级a1.spr	\image\item\weapon\武当剑虎威高级a0.spr	\image\item\weapon\武当剑虎威高级a1.spr	\image\item\weapon\武当剑虎威高级a0.spr	\image\item\weapon\武当剑虎威高级a1.spr	\image\item\weapon\武当剑虎威高级a0.spr	\image\item\weapon\武当剑虎威高级a1.spr	\image\item\weapon\武当剑虎威高级a0.spr					武当剑19	
宋虎威元帅高级笔	0	9	32338	\image\item\weapon\武当笔虎威高级a1.spr	\image\item\weapon\武当笔虎威高级a0.spr	\image\item\weapon\武当笔虎威高级a1.spr	\image\item\weapon\武当笔虎威高级a0.spr	\image\item\weapon\武当笔虎威高级a1.spr	\image\item\weapon\武当笔虎威高级a0.spr	\image\item\weapon\武当笔虎威高级a1.spr	\image\item\weapon\武当笔虎威高级a0.spr					武当笔19	
宋虎威元帅高级枪	0	6	32339	\image\item\weapon\杨门枪虎威高级a1.spr	\image\item\weapon\杨门枪虎威高级a0.spr	\image\item\weapon\杨门枪虎威高级a1.spr	\image\item\weapon\杨门枪虎威高级a0.spr	\image\item\weapon\杨门枪虎威高级a1.spr	\image\item\weapon\杨门枪虎威高级a0.spr	\image\item\weapon\杨门枪虎威高级a1.spr	\image\item\weapon\杨门枪虎威高级a0.spr					杨门枪19	
宋虎威元帅高级弓	0	4	32340	\image\item\weapon\杨门弓虎威高级a1.spr	\image\item\weapon\杨门弓虎威高级a0.spr	\image\item\weapon\杨门弓虎威高级a1.spr	\image\item\weapon\杨门弓虎威高级a0.spr	\image\item\weapon\杨门弓虎威高级a1.spr	\image\item\weapon\杨门弓虎威高级a0.spr	\image\item\weapon\杨门弓虎威高级a1.spr	\image\item\weapon\杨门弓虎威高级a0.spr					杨门弓19	
宋虎威元帅高级双刀	0	7	32341	\image\item\weapon\五毒双刀虎威高级a1.spr	\image\item\weapon\五毒双刀虎威高级a0.spr	\image\item\weapon\五毒双刀虎威高级a1.spr	\image\item\weapon\五毒双刀虎威高级a0.spr	\image\item\weapon\五毒双刀虎威高级a1.spr	\image\item\weapon\五毒双刀虎威高级a0.spr	\image\item\weapon\五毒双刀虎威高级a1.spr	\image\item\weapon\五毒双刀虎威高级a0.spr					五毒刀19	
宋虎威元帅高级爪	0	11	32342	\image\item\weapon\五毒爪虎威高级a1.spr	\image\item\weapon\五毒爪虎威高级a0.spr	\image\item\weapon\五毒爪虎威高级a1.spr	\image\item\weapon\五毒爪虎威高级a0.spr	\image\item\weapon\五毒爪虎威高级a1.spr	\image\item\weapon\五毒爪虎威高级a0.spr	\image\item\weapon\五毒爪虎威高级a1.spr	\image\item\weapon\五毒爪虎威高级a0.spr					五毒爪19	
宋虎威元帅高级剑	0	2	32343	\image\item\weapon\昆仑天师剑虎威高级a1.spr	\image\item\weapon\昆仑天师剑虎威高级a0.spr	\image\item\weapon\昆仑天师剑虎威高级a1.spr	\image\item\weapon\昆仑天师剑虎威高级a0.spr	\image\item\weapon\昆仑天师剑虎威高级a1.spr	\image\item\weapon\昆仑天师剑虎威高级a0.spr	\image\item\weapon\昆仑天师剑虎威高级a1.spr	\image\item\weapon\昆仑天师剑虎威高级a0.spr					昆仑剑19	
宋虎威元帅高级刀	0	3	32344	\image\item\weapon\明教刀虎威高级a1.spr	\image\item\weapon\明教刀虎威高级a0.spr	\image\item\weapon\明教刀虎威高级a1.spr	\image\item\weapon\明教刀虎威高级a0.spr	\image\item\weapon\明教刀虎威高级a1.spr	\image\item\weapon\明教刀虎威高级a0.spr	\image\item\weapon\明教刀虎威高级a1.spr	\image\item\weapon\明教刀虎威高级a0.spr					明教刀19	
宋虎威元帅高级笔	0	9	32345	\image\item\weapon\明教笔虎威高级a1.spr	\image\item\weapon\明教笔虎威高级a0.spr	\image\item\weapon\明教笔虎威高级a1.spr	\image\item\weapon\明教笔虎威高级a0.spr	\image\item\weapon\明教笔虎威高级a1.spr	\image\item\weapon\明教笔虎威高级a0.spr	\image\item\weapon\明教笔虎威高级a1.spr	\image\item\weapon\明教笔虎威高级a0.spr					明教笔19	
宋虎威元帅高级爪	0	11	32346	\image\item\weapon\明教爪虎威高级a1.spr	\image\item\weapon\明教爪虎威高级a0.spr	\image\item\weapon\明教爪虎威高级a1.spr	\image\item\weapon\明教爪虎威高级a0.spr	\image\item\weapon\明教爪虎威高级a1.spr	\image\item\weapon\明教爪虎威高级a0.spr	\image\item\weapon\明教爪虎威高级a1.spr	\image\item\weapon\明教爪虎威高级a0.spr					明教爪19	
宋虎威元帅高级扇	0	13	32347	\image\item\weapon\翠烟扇虎威高级a1.spr	\image\item\weapon\翠烟扇虎威高级a0.spr	\image\item\weapon\翠烟扇虎威高级a1.spr	\image\item\weapon\翠烟扇虎威高级a0.spr	\image\item\weapon\翠烟扇虎威高级a1.spr	\image\item\weapon\翠烟扇虎威高级a0.spr	\image\item\weapon\翠烟扇虎威高级a1.spr	\image\item\weapon\翠烟扇虎威高级a0.spr					翠烟扇19	
宋虎威元帅高级笛	0	12	32348	\image\item\weapon\翠烟笛虎威高级a1.spr	\image\item\weapon\翠烟笛虎威高级a0.spr	\image\item\weapon\翠烟笛虎威高级a1.spr	\image\item\weapon\翠烟笛虎威高级a0.spr	\image\item\weapon\翠烟笛虎威高级a1.spr	\image\item\weapon\翠烟笛虎威高级a0.spr	\image\item\weapon\翠烟笛虎威高级a1.spr	\image\item\weapon\翠烟笛虎威高级a0.spr					翠烟笛19	
宋虎威元帅高级匕首	0	14	32349	\image\item\weapon\唐门匕首虎威高级a1.spr	\image\item\weapon\唐门匕首虎威高级a0.spr	\image\item\weapon\唐门匕首虎威高级a1.spr	\image\item\weapon\唐门匕首虎威高级a0.spr	\image\item\weapon\唐门匕首虎威高级a1.spr	\image\item\weapon\唐门匕首虎威高级a0.spr	\image\item\weapon\唐门匕首虎威高级a1.spr	\image\item\weapon\唐门匕首虎威高级a0.spr					唐匕首19	
宋虎威元帅高级剑	0	2	32350	\image\item\weapon\昆仑剑尊剑虎威高级a1.spr	\image\item\weapon\昆仑剑尊剑虎威高级a0.spr	\image\item\weapon\昆仑剑尊剑虎威高级a1.spr	\image\item\weapon\昆仑剑尊剑虎威高级a0.spr	\image\item\weapon\昆仑剑尊剑虎威高级a1.spr	\image\item\weapon\昆仑剑尊剑虎威高级a0.spr	\image\item\weapon\昆仑剑尊剑虎威高级a1.spr	\image\item\weapon\昆仑剑尊剑虎威高级a0.spr					剑尊剑19	
辽虎威将军初级刀	0	3	32351	\image\item\weapon\少林刀虎威初级a1.spr	\image\item\weapon\少林刀虎威初级a0.spr	\image\item\weapon\少林刀虎威初级a1.spr	\image\item\weapon\少林刀虎威初级a0.spr	\image\item\weapon\少林刀虎威初级a1.spr	\image\item\weapon\少林刀虎威初级a0.spr	\image\item\weapon\少林刀虎威初级a1.spr	\image\item\weapon\少林刀虎威初级a0.spr					少林刀18	
辽虎威将军初级杖	0	8	32352	\image\item\weapon\少林杖虎威初级a1.spr	\image\item\weapon\少林杖虎威初级a0.spr	\image\item\weapon\少林杖虎威初级a1.spr	\image\item\weapon\少林杖虎威初级a0.spr	\image\item\weapon\少林杖虎威初级a1.spr	\image\item\weapon\少林杖虎威初级a0.spr	\image\item\weapon\少林杖虎威初级a1.spr	\image\item\weapon\少林杖虎威初级a0.spr					少林禅18	
辽虎威将军初级手	0	0	32353	\image\item\weapon\少林手虎威初级a1.spr	\image\item\weapon\少林手虎威初级a0.spr	\image\item\weapon\少林手虎威初级a1.spr	\image\item\weapon\少林手虎威初级a0.spr	\image\item\weapon\少林手虎威初级a1.spr	\image\item\weapon\少林手虎威初级a0.spr	\image\item\weapon\少林手虎威初级a1.spr	\image\item\weapon\少林手虎威初级a0.spr						
辽虎威将军初级针	0	1	32354	\image\item\weapon\唐门针虎威初级a1.spr	\image\item\weapon\唐门针虎威初级a0.spr	\image\item\weapon\唐门针虎威初级a1.spr	\image\item\weapon\唐门针虎威初级a0.spr	\image\item\weapon\唐门针虎威初级a1.spr	\image\item\weapon\唐门针虎威初级a0.spr	\image\item\weapon\唐门针虎威初级a1.spr	\image\item\weapon\唐门针虎威初级a0.spr						
辽虎威将军初级剑	0	2	32355	\image\item\weapon\峨眉剑虎威初级a1.spr	\image\item\weapon\峨眉剑虎威初级a0.spr	\image\item\weapon\峨眉剑虎威初级a1.spr	\image\item\weapon\峨眉剑虎威初级a0.spr	\image\item\weapon\峨眉剑虎威初级a1.spr	\image\item\weapon\峨眉剑虎威初级a0.spr	\image\item\weapon\峨眉剑虎威初级a1.spr	\image\item\weapon\峨眉剑虎威初级a0.spr					峨眉剑18	
辽虎威将军初级琴	0	10	32356	\image\item\weapon\峨眉琴虎威初级a1.spr	\image\item\weapon\峨眉琴虎威初级a0.spr	\image\item\weapon\峨眉琴虎威初级a1.spr	\image\item\weapon\峨眉琴虎威初级a0.spr	\image\item\weapon\峨眉琴虎威初级a1.spr	\image\item\weapon\峨眉琴虎威初级a0.spr	\image\item\weapon\峨眉琴虎威初级a1.spr	\image\item\weapon\峨眉琴虎威初级a0.spr					峨眉琴18	
辽虎威将军初级手	0	0	32357	\image\item\weapon\丐帮手虎威初级a1.spr	\image\item\weapon\丐帮手虎威初级a0.spr	\image\item\weapon\丐帮手虎威初级a1.spr	\image\item\weapon\丐帮手虎威初级a0.spr	\image\item\weapon\丐帮手虎威初级a1.spr	\image\item\weapon\丐帮手虎威初级a0.spr	\image\item\weapon\丐帮手虎威初级a1.spr	\image\item\weapon\丐帮手虎威初级a0.spr						
辽虎威将军初级棍	0	5	32358	\image\item\weapon\丐帮棍虎威初级a1.spr	\image\item\weapon\丐帮棍虎威初级a0.spr	\image\item\weapon\丐帮棍虎威初级a1.spr	\image\item\weapon\丐帮棍虎威初级a0.spr	\image\item\weapon\丐帮棍虎威初级a1.spr	\image\item\weapon\丐帮棍虎威初级a0.spr	\image\item\weapon\丐帮棍虎威初级a1.spr	\image\item\weapon\丐帮棍虎威初级a0.spr					丐帮棍18	
辽虎威将军初级剑	0	2	32359	\image\item\weapon\武当剑虎威初级a1.spr	\image\item\weapon\武当剑虎威初级a0.spr	\image\item\weapon\武当剑虎威初级a1.spr	\image\item\weapon\武当剑虎威初级a0.spr	\image\item\weapon\武当剑虎威初级a1.spr	\image\item\weapon\武当剑虎威初级a0.spr	\image\item\weapon\武当剑虎威初级a1.spr	\image\item\weapon\武当剑虎威初级a0.spr					武当剑18	
辽虎威将军初级笔	0	9	32360	\image\item\weapon\武当笔虎威初级a1.spr	\image\item\weapon\武当笔虎威初级a0.spr	\image\item\weapon\武当笔虎威初级a1.spr	\image\item\weapon\武当笔虎威初级a0.spr	\image\item\weapon\武当笔虎威初级a1.spr	\image\item\weapon\武当笔虎威初级a0.spr	\image\item\weapon\武当笔虎威初级a1.spr	\image\item\weapon\武当笔虎威初级a0.spr					武当笔18	
辽虎威将军初级枪	0	6	32361	\image\item\weapon\杨门枪虎威初级a1.spr	\image\item\weapon\杨门枪虎威初级a0.spr	\image\item\weapon\杨门枪虎威初级a1.spr	\image\item\weapon\杨门枪虎威初级a0.spr	\image\item\weapon\杨门枪虎威初级a1.spr	\image\item\weapon\杨门枪虎威初级a0.spr	\image\item\weapon\杨门枪虎威初级a1.spr	\image\item\weapon\杨门枪虎威初级a0.spr					杨门枪18	
辽虎威将军初级弓	0	4	32362	\image\item\weapon\杨门弓虎威初级a1.spr	\image\item\weapon\杨门弓虎威初级a0.spr	\image\item\weapon\杨门弓虎威初级a1.spr	\image\item\weapon\杨门弓虎威初级a0.spr	\image\item\weapon\杨门弓虎威初级a1.spr	\image\item\weapon\杨门弓虎威初级a0.spr	\image\item\weapon\杨门弓虎威初级a1.spr	\image\item\weapon\杨门弓虎威初级a0.spr					杨门弓18	
