ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey	
32879	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30388;1	2	4	9		1	31657			
32880	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30392;1	2	4	11		1	31657			
32881	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30396;1	2	4	12		1	31657			
32882	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30400;1	2	4	14		1	31657			
32883	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30404;1	2	4	15		1	31657			
32884	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30408;1	2	4	17		1	31657			
32885	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30412;1	2	4	18		1	31657			
32886	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30416;1	2	4	20		1	31657			
32887	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30420;1	2	4	21		1	31657			
32888	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30436;1	2	4	29		1	31657			
32889	Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30438;1	2	4	30		1	31657			
32890	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30512;1	2	4	6		1	31685			
32891	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30514;1	2	4	8		1	31685			
32892	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30516;1	2	4	9		1	31685			
32893	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30520;1	2	4	11		1	31685			
32894	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30524;1	2	4	12		1	31685			
32895	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30528;1	2	4	14		1	31685			
32896	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30532;1	2	4	15		1	31685			
32897	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30536;1	2	4	17		1	31685			
32898	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30540;1	2	4	18		1	31685			
32899	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30544;1	2	4	20		1	31685			
32900	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30548;1	2	4	21		1	31685			
32901	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30564;1	2	4	29		1	31685			
32902	Liªu_Háa Phông Nguyªn So¸i ChiÕn Bµo	0;100;30566;1	2	4	30		1	31685			
32903	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30311;1	1	1	2		1	31610			
32904	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30313;1	1	1	3		1	31610			
32905	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30315;1	1	1	4		1	31610			
32906	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30317;1	1	1	6		1	31610			
32907	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30325;1	1	1	11		1	31610			
32908	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30329;1	1	1	12		1	31610			
32909	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30333;1	1	1	14		1	31610			
32910	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30337;1	1	1	15		1	31610			
32911	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30341;1	1	1	17		1	31610			
32912	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30345;1	1	1	18		1	31610			
32913	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30349;1	1	1	20		1	31610			
32914	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30353;1	1	1	21		1	31610			
32915	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30357;1	1	1	23		1	31610			
32916	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30439;1	1	1	2		1	31634			
32917	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30441;1	1	1	3		1	31634			
32918	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30443;1	1	1	4		1	31634			
32919	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30445;1	1	1	6		1	31634			
32920	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30453;1	1	1	11		1	31634			
32921	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30457;1	1	1	12		1	31634			
32922	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30461;1	1	1	14		1	31634			
32923	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30465;1	1	1	15		1	31634			
32924	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30469;1	1	1	17		1	31634			
32925	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30473;1	1	1	18		1	31634			
32926	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30477;1	1	1	20		1	31634			
32927	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30481;1	1	1	21		1	31634			
32928	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30485;1	1	1	23		1	31634			
32929	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30312;1	1	2	2		1	31611			
32930	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30314;1	1	2	3		1	31611			
32931	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30316;1	1	2	4		1	31611			
32932	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30318;1	1	2	6		1	31611			
32933	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30326;1	1	2	11		1	31611			
32934	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30330;1	1	2	12		1	31611			
32935	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30334;1	1	2	14		1	31611			
32936	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30338;1	1	2	15		1	31611			
32937	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30342;1	1	2	17		1	31611			
32938	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30346;1	1	2	18		1	31611			
32939	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30350;1	1	2	20		1	31611			
32940	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30354;1	1	2	21		1	31611			
32941	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30358;1	1	2	23		1	31611			
32942	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30440;1	1	2	2		1	31635			
32943	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30442;1	1	2	3		1	31635			
32944	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30444;1	1	2	4		1	31635			
32945	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30446;1	1	2	6		1	31635			
32946	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30454;1	1	2	11		1	31635			
32947	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30458;1	1	2	12		1	31635			
32948	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30462;1	1	2	14		1	31635			
32949	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30466;1	1	2	15		1	31635			
32950	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30470;1	1	2	17		1	31635			
32951	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30474;1	1	2	18		1	31635			
32952	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30478;1	1	2	20		1	31635			
32953	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30482;1	1	2	21		1	31635			
32954	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30486;1	1	2	23		1	31635			
32955	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30319;1	2	3	6		1	31612			
32956	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30321;1	2	3	8		1	31612			
32957	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30323;1	2	3	9		1	31612			
32958	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30327;1	2	3	11		1	31612			
32959	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30331;1	2	3	12		1	31612			
32960	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30335;1	2	3	14		1	31612			
32961	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30339;1	2	3	15		1	31612			
32962	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30343;1	2	3	17		1	31612			
32963	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30347;1	2	3	18		1	31612			
32964	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30351;1	2	3	20		1	31612			
32965	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30355;1	2	3	21		1	31612			
32966	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30371;1	2	3	29		1	31612			
32967	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30373;1	2	3	30		1	31612			
32968	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30447;1	2	3	6		1	31636			
32969	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30449;1	2	3	8		1	31636			
32970	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30451;1	2	3	9		1	31636			
32971	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30455;1	2	3	11		1	31636			
32972	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30459;1	2	3	12		1	31636			
32973	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30463;1	2	3	14		1	31636			
32974	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30467;1	2	3	15		1	31636			
32975	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30471;1	2	3	17		1	31636			
32976	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30475;1	2	3	18		1	31636			
32977	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30479;1	2	3	20		1	31636			
32978	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30483;1	2	3	21		1	31636			
32979	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30499;1	2	3	29		1	31636			
32980	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30501;1	2	3	30		1	31636			
32981	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30320;1	2	4	6		1	31613			
32982	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30322;1	2	4	8		1	31613			
32983	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30324;1	2	4	9		1	31613			
32984	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30328;1	2	4	11		1	31613			
32985	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30332;1	2	4	12		1	31613			
32986	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30336;1	2	4	14		1	31613			
32987	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30340;1	2	4	15		1	31613			
32988	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30344;1	2	4	17		1	31613			
32989	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30348;1	2	4	18		1	31613			
32990	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30352;1	2	4	20		1	31613			
32991	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30356;1	2	4	21		1	31613			
32992	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30372;1	2	4	29		1	31613			
32993	Tèng_Háa Phông T­íng Qu©n Trang	0;101;30374;1	2	4	30		1	31613			
32994	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30448;1	2	4	6		1	31637			
32995	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30450;1	2	4	8		1	31637			
32996	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30452;1	2	4	9		1	31637			
32997	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30456;1	2	4	11		1	31637			
32998	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30460;1	2	4	12		1	31637			
32999	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30464;1	2	4	14		1	31637			
33000	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30468;1	2	4	15		1	31637			
33001	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30472;1	2	4	17		1	31637			
33002	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30476;1	2	4	18		1	31637			
33003	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30480;1	2	4	20		1	31637			
33004	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30484;1	2	4	21		1	31637			
33005	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30500;1	2	4	29		1	31637			
33006	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30502;1	2	4	30		1	31637			
33007	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30375;1	1	1	2		1	31658			
33008	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30377;1	1	1	3		1	31658			
33009	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30379;1	1	1	4		1	31658			
33010	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30381;1	1	1	6		1	31658			
33011	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30389;1	1	1	11		1	31658			
33012	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30393;1	1	1	12		1	31658			
33013	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30397;1	1	1	14		1	31658			
33014	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30401;1	1	1	15		1	31658			
33015	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30405;1	1	1	17		1	31658			
33016	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30409;1	1	1	18		1	31658			
33017	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30413;1	1	1	20		1	31658			
33018	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30417;1	1	1	21		1	31658			
33019	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30421;1	1	1	23		1	31658			
33020	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30503;1	1	1	2		1	31686			
33021	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30505;1	1	1	3		1	31686			
33022	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30507;1	1	1	4		1	31686			
33023	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30509;1	1	1	6		1	31686			
33024	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30517;1	1	1	11		1	31686			
33025	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30521;1	1	1	12		1	31686			
33026	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30525;1	1	1	14		1	31686			
33027	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30529;1	1	1	15		1	31686			
33028	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30533;1	1	1	17		1	31686			
33029	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30537;1	1	1	18		1	31686			
33030	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30541;1	1	1	20		1	31686			
33031	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30545;1	1	1	21		1	31686			
33032	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30549;1	1	1	23		1	31686			
33033	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30376;1	1	2	2		1	31659			
33034	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30378;1	1	2	3		1	31659			
33035	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30380;1	1	2	4		1	31659			
33036	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30382;1	1	2	6		1	31659			
33037	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30390;1	1	2	11		1	31659			
33038	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30394;1	1	2	12		1	31659			
33039	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30398;1	1	2	14		1	31659			
33040	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30402;1	1	2	15		1	31659			
33041	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30406;1	1	2	17		1	31659			
33042	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30410;1	1	2	18		1	31659			
33043	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30414;1	1	2	20		1	31659			
33044	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30418;1	1	2	21		1	31659			
33045	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30422;1	1	2	23		1	31659			
33046	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30504;1	1	2	2		1	31687			
33047	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30506;1	1	2	3		1	31687			
33048	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30508;1	1	2	4		1	31687			
33049	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30510;1	1	2	6		1	31687			
33050	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30518;1	1	2	11		1	31687			
33051	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30522;1	1	2	12		1	31687			
33052	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30526;1	1	2	14		1	31687			
33053	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30530;1	1	2	15		1	31687			
33054	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30534;1	1	2	17		1	31687			
33055	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30538;1	1	2	18		1	31687			
33056	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30542;1	1	2	20		1	31687			
33057	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30546;1	1	2	21		1	31687			
33058	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30550;1	1	2	23		1	31687			
33059	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30383;1	2	3	6		1	31660			
33060	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30385;1	2	3	8		1	31660			
33061	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30387;1	2	3	9		1	31660			
33062	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30391;1	2	3	11		1	31660			
33063	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30395;1	2	3	12		1	31660			
33064	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30399;1	2	3	14		1	31660			
33065	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30403;1	2	3	15		1	31660			
33066	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30407;1	2	3	17		1	31660			
33067	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30411;1	2	3	18		1	31660			
33068	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30415;1	2	3	20		1	31660			
33069	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30419;1	2	3	21		1	31660			
33070	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30435;1	2	3	29		1	31660			
33071	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30437;1	2	3	30		1	31660			
33072	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30511;1	2	3	6		1	31688			
33073	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30513;1	2	3	8		1	31688			
33074	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30515;1	2	3	9		1	31688			
33075	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30519;1	2	3	11		1	31688			
33076	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30523;1	2	3	12		1	31688			
33077	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30527;1	2	3	14		1	31688			
33078	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30531;1	2	3	15		1	31688			
33079	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30535;1	2	3	17		1	31688			
33080	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30539;1	2	3	18		1	31688			
33081	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30543;1	2	3	20		1	31688			
33082	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30547;1	2	3	21		1	31688			
33083	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30563;1	2	3	29		1	31688			
33084	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30565;1	2	3	30		1	31688			
33085	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30384;1	2	4	6		1	31661			
33086	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30386;1	2	4	8		1	31661			
33087	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30388;1	2	4	9		1	31661			
33088	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30392;1	2	4	11		1	31661			
33089	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30396;1	2	4	12		1	31661			
33090	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30400;1	2	4	14		1	31661			
33091	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30404;1	2	4	15		1	31661			
33092	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30408;1	2	4	17		1	31661			
33093	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30412;1	2	4	18		1	31661			
33094	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30416;1	2	4	20		1	31661			
33095	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30420;1	2	4	21		1	31661			
33096	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30436;1	2	4	29		1	31661			
33097	Tèng_Háa Phông Nguyªn So¸i Trang	0;101;30438;1	2	4	30		1	31661			
33098	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30512;1	2	4	6		1	31689			
33099	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30514;1	2	4	8		1	31689			
33100	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30516;1	2	4	9		1	31689			
33101	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30520;1	2	4	11		1	31689			
33102	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30524;1	2	4	12		1	31689			
33103	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30528;1	2	4	14		1	31689			
33104	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30532;1	2	4	15		1	31689			
33105	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30536;1	2	4	17		1	31689			
33106	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30540;1	2	4	18		1	31689			
33107	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30544;1	2	4	20		1	31689			
33108	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30548;1	2	4	21		1	31689			
33109	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30564;1	2	4	29		1	31689			
33110	Liªu_Háa Phông Nguyªn So¸i Trang	0;101;30566;1	2	4	30		1	31689			
33111	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30228;1	1	1	2		1	31614			
33112	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30230;1	1	1	3		1	31614			
33113	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30232;1	1	1	4		1	31614			
33114	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30234;1	1	1	6		1	31614			
33115	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30242;1	1	1	11		1	31614			
33116	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30246;1	1	1	12		1	31614			
33117	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30250;1	1	1	14		1	31614			
33118	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30254;1	1	1	15		1	31614			
33119	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30258;1	1	1	17		1	31614			
33120	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30262;1	1	1	18		1	31614			
33121	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30266;1	1	1	20		1	31614			
33122	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30270;1	1	1	21		1	31614			
33123	Tèng_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30274;1	1	1	23		1	31614			
33124	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30292;1	1	1	2		1	31618			
33125	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30294;1	1	1	3		1	31618			
33126	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30296;1	1	1	4		1	31618			
33127	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30298;1	1	1	6		1	31618			
33128	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30306;1	1	1	11		1	31618			
33129	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30310;1	1	1	12		1	31618			
33130	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30314;1	1	1	14		1	31618			
33131	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30318;1	1	1	15		1	31618			
33132	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30322;1	1	1	17		1	31618			
33133	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30326;1	1	1	18		1	31618			
33134	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30330;1	1	1	20		1	31618			
33135	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30334;1	1	1	21		1	31618			
33136	Tèng_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30338;1	1	1	23		1	31618			
33137	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30356;1	1	1	2		1	31622			
33138	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30358;1	1	1	3		1	31622			
33139	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30360;1	1	1	4		1	31622			
33140	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30362;1	1	1	6		1	31622			
33141	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30370;1	1	1	11		1	31622			
33142	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30374;1	1	1	12		1	31622			
33143	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30378;1	1	1	14		1	31622			
33144	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30382;1	1	1	15		1	31622			
33145	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30386;1	1	1	17		1	31622			
33146	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30390;1	1	1	18		1	31622			
33147	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30394;1	1	1	20		1	31622			
33148	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30398;1	1	1	21		1	31622			
33149	Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30402;1	1	1	23		1	31622			
33150	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30676;1	1	1	2		1	31638			
33151	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30678;1	1	1	3		1	31638			
33152	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30680;1	1	1	4		1	31638			
33153	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30682;1	1	1	6		1	31638			
33154	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30690;1	1	1	11		1	31638			
33155	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30694;1	1	1	12		1	31638			
33156	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30698;1	1	1	14		1	31638			
