C¸c lo¹i ®¹o cô	§¹o cô cô thÓ	Ph©n lo¹i chi tiÕt	Thuéc tÝnh ngò hµnh	CÊp	Ng©n l­îng	Chän	Danh väng s­ m«n	 ®ång 	Ghi nhí giao ®Þch?	Tªn ®¹o cô (®Æt cuèi cïng, kh«ng ®äc theo tr×nh tù)
0	101	331	0	8	0		10000			
0	102	331	0	8	0		10000			
0	102	335	0	8	0		10000			
0	8	331	0	8	0		10000			
0	103	332	0	8	0		10000			
0	100	332	0	8	0		10000			
0	101	332	0	8	0		10000			
0	102	332	0	8	0		10000			
0	102	336	0	8	0		10000			
0	8	332	0	8	0		10000			
0	103	431	0	8	0		10000			
0	100	431	0	8	0		10000			
0	101	431	0	8	0		10000			
0	102	431	0	8	0		10000			
0	102	435	0	8	0		10000			
0	0	431	0	8	0		10000			
0	103	432	0	8	0		10000			
0	100	432	0	8	0		10000			
0	101	432	0	8	0		10000			
0	102	432	0	8	0		10000			
0	102	436	0	8	0		10000			
0	0	432	0	8	0		10000			
0	103	631	0	8	0		10000			
0	100	631	0	8	0		10000			
0	101	631	0	8	0		10000			
0	102	631	0	8	0		10000			
0	102	635	0	8	0		10000			
0	1	631	0	8	0		10000			
0	103	632	0	8	0		10000			
0	100	632	0	8	0		10000			
0	101	632	0	8	0		10000			
0	102	632	0	8	0		10000			
0	102	636	0	8	0		10000			
0	1	632	0	8	0		10000			
0	103	633	0	8	0		10000			
0	100	633	0	8	0		10000			
0	101	633	0	8	0		10000			
0	102	633	0	8	0		10000			
0	102	637	0	8	0		10000			
0	1	633	0	8	0		10000			
0	103	634	0	8	0		10000			
0	100	634	0	8	0		10000			
0	101	634	0	8	0		10000			
0	102	634	0	8	0		10000			
0	102	638	0	8	0		10000			
0	1	634	0	8	0		10000			
0	103	831	0	8	0		10000			
0	100	831	0	8	0		10000			
0	101	831	0	8	0		10000			
0	102	831	0	8	0		10000			
0	102	835	0	8	0		10000			
0	2	831	0	8	0		10000			
0	103	832	0	8	0		10000			
0	100	832	0	8	0		10000			
0	101	832	0	8	0		10000			
0	102	832	0	8	0		10000			
0	102	836	0	8	0		10000			
0	2	832	0	8	0		10000			
0	103	931	0	8	0		10000			
0	100	931	0	8	0		10000			
0	101	931	0	8	0		10000			
0	102	931	0	8	0		10000			
0	102	935	0	8	0		10000			
0	10	931	0	8	0		10000			
0	103	932	0	8	0		10000			
0	100	932	0	8	0		10000			
0	101	932	0	8	0		10000			
0	102	932	0	8	0		10000			
0	102	936	0	8	0		10000			
0	10	932	0	8	0		10000			
0	103	1131	0	8	0		10000			
0	100	1131	0	8	0		10000			
0	101	1131	0	8	0		10000			
0	102	1131	0	8	0		10000			
0	102	1135	0	8	0		10000			
0	0	1131	0	8	0		10000			
0	103	1132	0	8	0		10000			
0	100	1132	0	8	0		10000			
0	101	1132	0	8	0		10000			
0	102	1132	0	8	0		10000			
0	102	1136	0	8	0		10000			
0	0	1132	0	8	0		10000			
0	103	1133	0	8	0		10000			
0	100	1133	0	8	0		10000			
0	101	1133	0	8	0		10000			
0	102	1133	0	8	0		10000			
0	102	1137	0	8	0		10000			
0	0	1133	0	8	0		10000			
0	103	1134	0	8	0		10000			
0	100	1134	0	8	0		10000			
0	101	1134	0	8	0		10000			
0	102	1134	0	8	0		10000			
0	102	1138	0	8	0		10000			
0	0	1134	0	8	0		10000			
0	103	1231	0	8	0		10000			
0	100	1231	0	8	0		10000			
0	101	1231	0	8	0		10000			
0	102	1231	0	8	0		10000			
0	102	1235	0	8	0		10000			
0	5	1231	0	8	0		10000			
0	103	1232	0	8	0		10000			
0	100	1232	0	8	0		10000			
0	101	1232	0	8	0		10000			
0	102	1232	0	8	0		10000			
0	102	1236	0	8	0		10000			
0	5	1232	0	8	0		10000			
0	103	1233	0	8	0		10000			
0	100	1233	0	8	0		10000			
0	101	1233	0	8	0		10000			
0	102	1233	0	8	0		10000			
0	102	1237	0	8	0		10000			
0	5	1233	0	8	0		10000			
0	103	1234	0	8	0		10000			
0	100	1234	0	8	0		10000			
0	101	1234	0	8	0		10000			
0	102	1234	0	8	0		10000			
0	102	1238	0	8	0		10000			
0	5	1234	0	8	0		10000			
0	103	1431	0	8	0		10000			
0	100	1431	0	8	0		10000			
0	101	1431	0	8	0		10000			
0	102	1431	0	8	0		10000			
0	102	1435	0	8	0		10000			
0	2	1431	0	8	0		10000			
0	103	1432	0	8	0		10000			
0	100	1432	0	8	0		10000			
0	101	1432	0	8	0		10000			
0	102	1432	0	8	0		10000			
0	102	1436	0	8	0		10000			
0	2	1432	0	8	0		10000			
0	103	1433	0	8	0		10000			
0	100	1433	0	8	0		10000			
0	101	1433	0	8	0		10000			
0	102	1433	0	8	0		10000			
0	102	1437	0	8	0		10000			
0	2	1433	0	8	0		10000			
0	103	1434	0	8	0		10000			
0	100	1434	0	8	0		10000			
0	101	1434	0	8	0		10000			
0	102	1434	0	8	0		10000			
0	102	1438	0	8	0		10000			
0	2	1434	0	8	0		10000			
0	103	1531	0	8	0		10000			
0	100	1531	0	8	0		10000			
0	101	1531	0	8	0		10000			
0	102	1531	0	8	0		10000			
0	102	1535	0	8	0		10000			
0	9	1531	0	8	0		10000			
0	103	1532	0	8	0		10000			
0	100	1532	0	8	0		10000			
0	101	1532	0	8	0		10000			
0	102	1532	0	8	0		10000			
0	102	1536	0	8	0		10000			
0	9	1532	0	8	0		10000			
0	103	1533	0	8	0		10000			
0	100	1533	0	8	0		10000			
0	101	1533	0	8	0		10000			
0	102	1533	0	8	0		10000			
0	102	1537	0	8	0		10000			
0	9	1533	0	8	0		10000			
0	103	1534	0	8	0		10000			
0	100	1534	0	8	0		10000			
0	101	1534	0	8	0		10000			
0	102	1534	0	8	0		10000			
0	102	1538	0	8	0		10000			
0	9	1534	0	8	0		10000			
0	103	1731	0	8	0		10000			
0	100	1731	0	8	0		10000			
0	101	1731	0	8	0		10000			
0	102	1731	0	8	0		10000			
0	102	1735	0	8	0		10000			
0	6	1731	0	8	0		10000			
0	103	1732	0	8	0		10000			
0	100	1732	0	8	0		10000			
0	101	1732	0	8	0		10000			
0	102	1732	0	8	0		10000			
0	102	1735	0	8	0		10000			
0	6	1732	0	8	0		10000			
0	103	1733	0	8	0		10000			
0	100	1733	0	8	0		10000			
0	101	1733	0	8	0		10000			
0	102	1733	0	8	0		10000			
0	102	1737	0	8	0		10000			
0	6	1733	0	8	0		10000			
0	103	1734	0	8	0		10000			
0	100	1734	0	8	0		10000			
0	101	1734	0	8	0		10000			
0	102	1734	0	8	0		10000			
0	102	1738	0	8	0		10000			
0	6	1734	0	8	0		10000			
0	103	1831	0	8	0		10000			
0	100	1831	0	8	0		10000			
0	101	1831	0	8	0		10000			
0	102	1831	0	8	0		10000			
0	102	1835	0	8	0		10000			
0	4	1831	0	8	0		10000			
0	103	1832	0	8	0		10000			
0	100	1832	0	8	0		10000			
0	101	1832	0	8	0		10000			
0	102	1832	0	8	0		10000			
0	102	1836	0	8	0		10000			
0	4	1832	0	8	0		10000			
0	103	1833	0	8	0		10000			
0	100	1833	0	8	0		10000			
0	101	1833	0	8	0		10000			
0	102	1833	0	8	0		10000			
0	102	1837	0	8	0		10000			
0	4	1833	0	8	0		10000			
0	103	1834	0	8	0		10000			
0	100	1834	0	8	0		10000			
0	101	1834	0	8	0		10000			
0	102	1834	0	8	0		10000			
0	102	1838	0	8	0		10000			
0	4	1834	0	8	0		10000			
0	103	2031	0	8	0		10000			
0	100	2031	0	8	0		10000			
0	101	2031	0	8	0		10000			
0	102	2031	0	8	0		10000			
0	102	2035	0	8	0		10000			
0	7	2031	0	8	0		10000			
0	103	2032	0	8	0		10000			
0	100	2032	0	8	0		10000			
0	101	2032	0	8	0		10000			
0	102	2032	0	8	0		10000			
0	102	2036	0	8	0		10000			
0	7	2032	0	8	0		10000			
0	103	2033	0	8	0		10000			
0	100	2033	0	8	0		10000			
0	101	2033	0	8	0		10000			
0	102	2033	0	8	0		10000			
0	102	2037	0	8	0		10000			
0	7	2033	0	8	0		10000			
0	103	2034	0	8	0		10000			
0	100	2034	0	8	0		10000			
0	101	2034	0	8	0		10000			
0	102	2034	0	8	0		10000			
0	102	2038	0	8	0		10000			
0	7	2034	0	8	0		10000			
0	103	2131	0	8	0		10000			
0	100	2131	0	8	0		10000			
0	101	2131	0	8	0		10000			
0	102	2131	0	8	0		10000			
0	102	2135	0	8	0		10000			
0	11	2131	0	8	0		10000			
0	103	2132	0	8	0		10000			
0	100	2132	0	8	0		10000			
0	101	2132	0	8	0		10000			
0	102	2132	0	8	0		10000			
0	102	2136	0	8	0		10000			
0	11	2132	0	8	0		10000			
0	103	2133	0	8	0		10000			
0	100	2133	0	8	0		10000			
0	101	2133	0	8	0		10000			
0	102	2133	0	8	0		10000			
0	102	2137	0	8	0		10000			
0	11	2133	0	8	0		10000			
0	103	2134	0	8	0		10000			
0	100	2134	0	8	0		10000			
0	101	2134	0	8	0		10000			
0	102	2134	0	8	0		10000			
0	102	2138	0	8	0		10000			
0	11	2134	0	8	0		10000			
0	103	241	0	9	0		12000			Trang bÞ s­ m«n 5
0	100	241	0	9	0		12000			
0	101	241	0	9	0		12000			
0	102	241	0	9	0		12000			
0	102	245	0	9	0		12000			
0	3	241	0	9	0		12000			
0	5	241	0	9	0		12000			
0	103	242	0	9	0		12000			
0	100	242	0	9	0		12000			
0	101	242	0	9	0		12000			
0	102	242	0	9	0		12000			
0	102	246	0	9	0		12000			
0	3	242	0	9	0		12000			
0	5	242	0	9	0		12000			
0	103	341	0	9	0		12000			
0	100	341	0	9	0		12000			
0	101	341	0	9	0		12000			
0	102	341	0	9	0		12000			
0	102	345	0	9	0		12000			
0	8	341	0	9	0		12000			
0	103	342	0	9	0		12000			
0	100	342	0	9	0		12000			
0	101	342	0	9	0		12000			
0	102	342	0	9	0		12000			
0	102	346	0	9	0		12000			
0	8	342	0	9	0		12000			
0	103	441	0	9	0		12000			
0	100	441	0	9	0		12000			
0	101	441	0	9	0		12000			
0	102	441	0	9	0		12000			
0	102	445	0	9	0		12000			
0	0	441	0	9	0		12000			
0	103	442	0	9	0		12000			
0	100	442	0	9	0		12000			
0	101	442	0	9	0		12000			
0	102	442	0	9	0		12000			
0	102	446	0	9	0		12000			
0	0	442	0	9	0		12000			
0	103	641	0	9	0		12000			
0	100	641	0	9	0		12000			
0	101	641	0	9	0		12000			
0	102	641	0	9	0		12000			
0	102	645	0	9	0		12000			
0	1	641	0	9	0		12000			
0	103	642	0	9	0		12000			
0	100	642	0	9	0		12000			
0	101	642	0	9	0		12000			
0	102	642	0	9	0		12000			
0	102	646	0	9	0		12000			
0	1	642	0	9	0		12000			
0	103	643	0	9	0		12000			
0	100	643	0	9	0		12000			
0	101	643	0	9	0		12000			
0	102	643	0	9	0		12000			
0	102	647	0	9	0		12000			
0	1	643	0	9	0		12000			
0	103	644	0	9	0		12000			
0	100	644	0	9	0		12000			
0	101	644	0	9	0		12000			
0	102	644	0	9	0		12000			
0	102	648	0	9	0		12000			
0	1	644	0	9	0		12000			
0	103	841	0	9	0		12000			
0	100	841	0	9	0		12000			
0	101	841	0	9	0		12000			
0	102	841	0	9	0		12000			
0	102	845	0	9	0		12000			
0	2	841	0	9	0		12000			
0	103	842	0	9	0		12000			
0	100	842	0	9	0		12000			
0	101	842	0	9	0		12000			
0	102	842	0	9	0		12000			
0	102	846	0	9	0		12000			
0	2	842	0	9	0		12000			
0	103	941	0	9	0		12000			
0	100	941	0	9	0		12000			
0	101	941	0	9	0		12000			
0	102	941	0	9	0		12000			
0	102	945	0	9	0		12000			
0	10	941	0	9	0		12000			
0	103	942	0	9	0		12000			
0	100	942	0	9	0		12000			
0	101	942	0	9	0		12000			
0	102	942	0	9	0		12000			
0	102	946	0	9	0		12000			
0	10	942	0	9	0		12000			
0	103	1141	0	9	0		12000			
0	100	1141	0	9	0		12000			
0	101	1141	0	9	0		12000			
0	102	1141	0	9	0		12000			
0	102	1145	0	9	0		12000			
0	0	1141	0	9	0		12000			
0	103	1142	0	9	0		12000			
0	100	1142	0	9	0		12000			
0	101	1142	0	9	0		12000			
0	102	1142	0	9	0		12000			
0	102	1146	0	9	0		12000			
0	0	1142	0	9	0		12000			
0	103	1143	0	9	0		12000			
0	100	1143	0	9	0		12000			
0	101	1143	0	9	0		12000			
0	102	1143	0	9	0		12000			
0	102	1147	0	9	0		12000			
0	0	1143	0	9	0		12000			
0	103	1144	0	9	0		12000			
0	100	1144	0	9	0		12000			
0	101	1144	0	9	0		12000			
0	102	1144	0	9	0		12000			
0	102	1148	0	9	0		12000			
0	0	1144	0	9	0		12000			
0	103	1241	0	9	0		12000			
0	100	1241	0	9	0		12000			
0	101	1241	0	9	0		12000			
0	102	1241	0	9	0		12000			
0	102	1245	0	9	0		12000			
0	5	1241	0	9	0		12000			
0	103	1242	0	9	0		12000			
0	100	1242	0	9	0		12000			
0	101	1242	0	9	0		12000			
0	102	1242	0	9	0		12000			
0	102	1246	0	9	0		12000			
0	5	1242	0	9	0		12000			
0	103	1243	0	9	0		12000			
0	100	1243	0	9	0		12000			
0	101	1243	0	9	0		12000			
0	102	1243	0	9	0		12000			
0	102	1247	0	9	0		12000			
0	5	1243	0	9	0		12000			
0	103	1244	0	9	0		12000			
0	100	1244	0	9	0		12000			
0	101	1244	0	9	0		12000			
0	102	1244	0	9	0		12000			
0	102	1248	0	9	0		12000			
0	5	1244	0	9	0		12000			
0	103	1441	0	9	0		12000			
0	100	1441	0	9	0		12000			
0	101	1441	0	9	0		12000			
0	102	1441	0	9	0		12000			
0	102	1445	0	9	0		12000			
0	2	1441	0	9	0		12000			
0	103	1442	0	9	0		12000			
0	100	1442	0	9	0		12000			
0	101	1442	0	9	0		12000			
0	102	1442	0	9	0		12000			
0	102	1446	0	9	0		12000			
0	2	1442	0	9	0		12000			
0	103	1443	0	9	0		12000			
0	100	1443	0	9	0		12000			
0	101	1443	0	9	0		12000			
0	102	1443	0	9	0		12000			
0	102	1447	0	9	0		12000			
0	2	1443	0	9	0		12000			
0	103	1444	0	9	0		12000			
0	100	1444	0	9	0		12000			
0	101	1444	0	9	0		12000			
0	102	1444	0	9	0		12000			
0	102	1448	0	9	0		12000			
0	2	1444	0	9	0		12000			
0	103	1541	0	9	0		12000			
0	100	1541	0	9	0		12000			
0	101	1541	0	9	0		12000			
0	102	1541	0	9	0		12000			
0	102	1545	0	9	0		12000			
0	9	1541	0	9	0		12000			
0	103	1542	0	9	0		12000			
0	100	1542	0	9	0		12000			
0	101	1542	0	9	0		12000			
0	102	1542	0	9	0		12000			
0	102	1546	0	9	0		12000			
0	9	1542	0	9	0		12000			
0	103	1543	0	9	0		12000			
0	100	1543	0	9	0		12000			
0	101	1543	0	9	0		12000			
0	102	1543	0	9	0		12000			
0	102	1547	0	9	0		12000			
0	9	1543	0	9	0		12000			
0	103	1544	0	9	0		12000			
0	100	1544	0	9	0		12000			
0	101	1544	0	9	0		12000			
0	102	1544	0	9	0		12000			
0	102	1548	0	9	0		12000			
0	9	1544	0	9	0		12000			
0	103	1741	0	9	0		12000			
0	100	1741	0	9	0		12000			
0	101	1741	0	9	0		12000			
0	102	1741	0	9	0		12000			
0	102	1745	0	9	0		12000			
0	6	1741	0	9	0		12000			
0	103	1742	0	9	0		12000			
0	100	1742	0	9	0		12000			
0	101	1742	0	9	0		12000			
0	102	1742	0	9	0		12000			
0	102	1745	0	9	0		12000			
0	6	1742	0	9	0		12000			
0	103	1743	0	9	0		12000			
0	100	1743	0	9	0		12000			
0	101	1743	0	9	0		12000			
0	102	1743	0	9	0		12000			
0	102	1747	0	9	0		12000			
0	6	1743	0	9	0		12000			
0	103	1744	0	9	0		12000			
0	100	1744	0	9	0		12000			
0	101	1744	0	9	0		12000			
0	102	1744	0	9	0		12000			
0	102	1748	0	9	0		12000			
0	6	1744	0	9	0		12000			
0	103	1841	0	9	0		12000			
0	100	1841	0	9	0		12000			
0	101	1841	0	9	0		12000			
0	102	1841	0	9	0		12000			
0	102	1845	0	9	0		12000			
0	4	1841	0	9	0		12000			
0	103	1842	0	9	0		12000			
0	100	1842	0	9	0		12000			
0	101	1842	0	9	0		12000			
0	102	1842	0	9	0		12000			
0	102	1846	0	9	0		12000			
0	4	1842	0	9	0		12000			
0	103	1843	0	9	0		12000			
0	100	1843	0	9	0		12000			
0	101	1843	0	9	0		12000			
0	102	1843	0	9	0		12000			
0	102	1847	0	9	0		12000			
0	4	1843	0	9	0		12000			
0	103	1844	0	9	0		12000			
0	100	1844	0	9	0		12000			
0	101	1844	0	9	0		12000			
0	102	1844	0	9	0		12000			
0	102	1848	0	9	0		12000			
0	4	1844	0	9	0		12000			
0	103	2041	0	9	0		12000			
0	100	2041	0	9	0		12000			
0	101	2041	0	9	0		12000			
0	102	2041	0	9	0		12000			
0	102	2045	0	9	0		12000			
0	7	2041	0	9	0		12000			
0	103	2042	0	9	0		12000			
0	100	2042	0	9	0		12000			
0	101	2042	0	9	0		12000			
0	102	2042	0	9	0		12000			
0	102	2046	0	9	0		12000			
0	7	2042	0	9	0		12000			
0	103	2043	0	9	0		12000			
0	100	2043	0	9	0		12000			
0	101	2043	0	9	0		12000			
0	102	2043	0	9	0		12000			
0	102	2047	0	9	0		12000			
0	7	2043	0	9	0		12000			
0	103	2044	0	9	0		12000			
0	100	2044	0	9	0		12000			
0	101	2044	0	9	0		12000			
0	102	2044	0	9	0		12000			
0	102	2048	0	9	0		12000			
0	7	2044	0	9	0		12000			
0	103	2141	0	9	0		12000			
0	100	2141	0	9	0		12000			
0	101	2141	0	9	0		12000			
0	102	2141	0	9	0		12000			
0	102	2145	0	9	0		12000			
0	11	2141	0	9	0		12000			
0	103	2142	0	9	0		12000			
0	100	2142	0	9	0		12000			
0	101	2142	0	9	0		12000			
0	102	2142	0	9	0		12000			
0	102	2146	0	9	0		12000			
0	11	2142	0	9	0		12000			
0	103	2143	0	9	0		12000			
0	100	2143	0	9	0		12000			
0	101	2143	0	9	0		12000			
0	102	2143	0	9	0		12000			
0	102	2147	0	9	0		12000			
0	11	2143	0	9	0		12000			
0	103	2144	0	9	0		12000			
0	100	2144	0	9	0		12000			
0	101	2144	0	9	0		12000			
0	102	2144	0	9	0		12000			
0	102	2148	0	9	0		12000			
0	11	2144	0	9	0		12000			
1	6	46	0	1	100000					Phong thi phï Háa kú l©n
1	6	154	0	1	100000					Phong thi phï LiÖt Nhan Li Long
1	6	148	0	1	3000000					Phong thi phï Th­¬ng ThÇn Doanh Thiªn
1	6	147	0	1	2500000					Phong thi phï B¾c Lôc L©m Minh Chñ
1	6	10000	0	1	100000					Phong thi phï ngÉu nhiªn
0	103	221	0	8	8000000		4000			Phôc Ma Kim Cang chiÕn kh«i
0	103	222	0	8	8000000		4000			Phôc Ma Kim Cang chiÕn kh«i
0	103	321	0	8	8000000		4000			ThiÒn TÞnh m·o
0	103	322	0	8	8000000		4000			ThiÒn TÞnh m·o
0	103	421	0	8	8000000		4000			Hé Ph¸p La H¸n kh«i
0	103	422	0	8	8000000		4000			Hé Ph¸p La H¸n kh«i
0	103	621	0	8	8000000		4000			BÝ §éc c©n
0	103	622	0	8	8000000		4000			BÝ §éc c©n
0	103	623	0	8	8000000		4000			BÝ §éc c©n
0	103	624	0	8	8000000		4000			BÝ §éc c©n
0	103	821	0	8	8000000		4000			Ph¸p V©n tr©m
0	103	822	0	8	8000000		4000			Ph¸p V©n tr©m
0	103	921	0	8	8000000		4000			M·n NguyÖt tr©m
0	103	922	0	8	8000000		4000			M·n NguyÖt tr©m
0	103	1121	0	8	8000000		4000			Tø H¶i c©n
0	103	1122	0	8	8000000		4000			Tø H¶i c©n
0	103	1123	0	8	8000000		4000			Tø H¶i c©n
0	103	1124	0	8	8000000		4000			Tø H¶i c©n
0	103	1221	0	8	8000000		4000			Tô NghÜa c©n
0	103	1222	0	8	8000000		4000			Tô NghÜa c©n
0	103	1223	0	8	8000000		4000			Tô NghÜa c©n
0	103	1224	0	8	8000000		4000			Tô NghÜa c©n
0	103	1421	0	8	8000000		4000			Tø T­îng c©n
0	103	1422	0	8	8000000		4000			Tø T­îng c©n
0	103	1423	0	8	8000000		4000			Tø T­îng c©n
0	103	1424	0	8	8000000		4000			Tø T­îng c©n
0	103	1521	0	8	8000000		4000			Linh Phong c©n
0	103	1522	0	8	8000000		4000			Linh Phong c©n
0	103	1523	0	8	8000000		4000			Linh Phong c©n
0	103	1524	0	8	8000000		4000			Linh Phong c©n
0	103	1721	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1722	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1723	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1724	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1821	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1822	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1823	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	1824	0	8	8000000		4000			Tinh Gi¸p kh«i
0	103	2021	0	8	8000000		4000			M·nh §éc diÖn
0	103	2022	0	8	8000000		4000			M·nh §éc diÖn
0	103	2023	0	8	8000000		4000			M·nh §éc diÖn
0	103	2024	0	8	8000000		4000			M·nh §éc diÖn
0	103	2121	0	8	8000000		4000			Quû §éc diÖn
0	103	2122	0	8	8000000		4000			Quû §éc diÖn
0	103	2123	0	8	8000000		4000			Quû §éc diÖn
0	103	2124	0	8	8000000		4000			Quû §éc diÖn
2	1	1086	0	8	1000000		4000			B¶n vÏ ®óc t¹o thÇn khÝ
2	1	3369	0	1	5000					L¸ gãi b¸nh
2	1	3370	0	1	5000					§Ëu ®á
2	1	3371	0	1	5000					G¹o tr¾ng
2	1	3372	0	1	50000					L¸ ng¶i
2	1	3374	0	1	220000					H¹t dÎ
2	1	3373	0	1	300000					J¨m b«ng
2	1	3365	0	1	500000					PhØ Thóy
2	1	3366	0	1	10000000					B¹ch Ngäc
2	1	3367	0	1	32000000					M¶nh bÝ ph­¬ng ngù chÕ
2	1	3368	0	1	1000					TrÈm HuyÕt Liªn
2	0	1031	0	1	100000					Cæ D­¬ng MËt ®éng
2	0	1032	0	1	100000					Hoµng L¨ng MËt ®¹o
2	0	1034	0	1	100000					LuyÖn ®¬n ®éng
2	0	1033	0	1	200000					Hoµng L¨ng MËt thÊt
2	0	1035	0	1	200000					Ngò hµnh trËn
2	0	1036	0	1	300000					Cuèi Sa m¹c
2	1	3379	0	1	500000					Hép trang phôc r­íc ®uèc t¹m thêi
0	102	8840	0	7	999000000		 			Huy Hoµng Chi Thñy
0	102	8841	0	7	999000000		 			Vinh Dù Chi Thñy
0	102	8842	0	8	999000000		 			Huy Hoµng Chi KÕ
0	102	8843	0	8	999000000		 			Vinh Dù Chi KÕ
0	102	8844	0	9	999000000		 			Huy Hoµng QuËt Khëi
0	102	8845	0	9	999000000		 			Vinh Dù QuËt Khëi
0	102	8846	0	10	999000000		 			Huy Hoµng
0	102	8847	0	10	999000000		 			Vinh Dù
0	103	8055	0	10	999000000					Thiªn Chi Viªm §Õ kh«i
0	100	8055	0	10	999000000					Thiªn Chi Viªm §Õ gi¸p
0	101	8055	0	10	999000000					Thiªn Chi Viªm §Õ trang
0	103	3016	0	10	999000000					Tèng T­íng Qu©n ChiÕn Kh«i
0	100	3016	0	10	999000000					Tèng T­íng Qu©n ChiÕn Bµo
0	101	3016	0	10	999000000					Tèng T­íng Qu©n ChiÕn Trang
0	102	3032	0	10	999000000					Thiªn Chi Tèng T­íng Qu©n LÖnh Bµi
0	102	3036	0	10	999000000					Thiªn Chi Tèng T­íng Qu©n LÖnh Kú
0	102	3040	0	10	999000000					Thiªn Chi Tèng T­íng Qu©n LÖnhPhï
0	103	3020	0	10	999000000					Liªu T­íng Qu©n ChiÕn Kh«i
0	100	3020	0	10	999000000					Liªu T­íng Qu©n ChiÕn Bµo
0	101	3020	0	10	999000000					Liªu T­íng Qu©n ChiÕn Trang
0	102	3044	0	10	999000000					Thiªn Chi Liªu T­íng Qu©n LÖnh Bµi
0	102	3048	0	10	999000000					Thiªn Chi Liªu T­íng Qu©n LÖnh Kú
0	102	3052	0	10	999000000					Thiªn Chi Liªu T­íng Qu©n LÖnh Phï
0	103	3024	0	10	999000000					§¹i Tèng Nguyªn So¸i ChiÕn Kh«i
0	100	3024	0	10	999000000					§¹i Tèng Nguyªn So¸i ChiÕn Bµo
0	101	3024	0	10	999000000					§¹i Tèng Nguyªn So¸i ChiÕn Trang
0	102	3056	0	10	999000000					§¹i Tèng Nguyªn So¸i Hæ Phï
0	102	3060	0	10	999000000					§¹i Tèng Nguyªn So¸i LÖnh Kú
0	102	3064	0	10	999000000					§¹i Tèng Nguyªn So¸i HiÖu Phï
0	102	3068	0	10	999000000					§¹i Tèng Nguyªn So¸i HiÖu Kú
0	103	3028	0	10	999000000					§¹i Liªu Nguyªn So¸i ChiÕn Kh«i
0	100	3028	0	10	999000000					§¹i Liªu Nguyªn So¸i ChiÕn Bµo
0	101	3028	0	10	999000000					§¹i Liªu Nguyªn So¸i ChiÕn Trang
0	102	3072	0	10	999000000					§¹i Liªu Nguyªn So¸i Hæ Phï
0	102	3076	0	10	999000000					§¹i Liªu Nguyªn So¸i LÖnh Kú
0	102	3080	0	10	999000000					§¹i Liªu Nguyªn So¸i HiÖu Phï
0	102	3084	0	10	999000000					§¹i Liªu Nguyªn So¸i HiÖu Kú
0	103	3008	0	10	999000000					Ngù Long Nguyªn So¸i ChiÕn Kh«i
0	100	3008	0	10	999000000					Ngù Long Nguyªn So¸i ChiÕn Gi¸p
0	101	3008	0	10	999000000					Ngù Long Nguyªn So¸i ChiÕn Trang
0	102	3088	0	10	999000000					Ngù Long Nguyªn So¸i Hæ Phï
0	102	3092	0	10	999000000					Ngù Long Nguyªn So¸i LÖnh Kú
0	102	3096	0	10	999000000					Ngù Long Nguyªn So¸i HiÖu Phï
0	102	3100	0	10	999000000					Ngù Long Nguyªn So¸i HiÖu Kú
0	103	3012	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i Kh«i
0	100	3012	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i ChiÕn Gi¸p
0	101	3012	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i ChiÕnTrang
0	102	3104	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i Hæ Phï
0	102	3108	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i LÖnh Kú
0	102	3112	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i HiÖu Phï
0	102	3116	0	10	999000000					Chiªu Th¸nh Nguyªn So¸i HiÖu Kú
2	0	1092	0	1	10000					Xe th¶o méc
2	1	3390	0	1	500000					ThÎ gi¸ng sinh-H¹nh phóc
2	1	3391	0	1	500000					ThÎ gi¸ng sinh-Vui mõng
2	1	3392	0	1	500000					ThÎ gi¸ng sinh-Vui vÎ
2	1	3393	0	1	500000					ThÎ Gi¸ng Sinh-h¨ng h¸i
2	1	3394	0	1	500000					ThÎ gi¸ng sinh-May m¾n
2	1	3395	0	1	500000					ThÎ gi¸ng sinh-Nh­ ý
2	1	3396	0	1	500000					ThÎ gi¸ng sinh-Thanh v©n
2	1	3397	0	1	500000					ThÎ gi¸ng sinh-ThÇn tµi
2	1	3398	0	1	500000					ThÎ gi¸ng sinh-Kháe m¹nh
2	1	3399	0	1	500000					ThÎ Gi¸ng Sinh-Hßa gia
2	0	1106	0	1	15000000					ËÄ¸é·Ø¼®Ï»×Ó
0	200	41	0	2	2400					Bao c«ng cô thu thËp
0	200	42	0	3	800000					Bao c«ng cô thu thËp cao cÊp
1	0	70	0	1	100					ChØ HuyÕt §¬n
1	0	71	0	2	200					LiÖu Th­¬ng §¬n
1	0	72	0	1	100					LuyÖn KhÝ T¸n
1	0	73	0	2	200					Ng­ng ThÇn T¸n
