Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	"Có thể giao dịch hay không ( 0 có thể giao dịch, có thể bán; 1 không thể giao dịch không thể bán; 2 có thể bán, không thể giao dịch; 3 không thể bán, có thể giao dịch; 4 có thể bán, sau khi mang vào sẽ bị khóa)"	Có/không thể vứt (0 được; 1 không được)	Bảo lưu 1	Bảo lưu 2	Bảo lưu 3	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Nhất Nguyên Phục Thủy Đơn (tiểu)	2	1	493	100	1	1												\image\item\other\éẰỹềằễêạ́ấẳàÔa1.spr	\image\item\other\éẰỹềằễêạ́ấẳàÔa0.spr	Nhất Nguyên Phục Khởi Đơn_túi nhỏ.<enter><color=Gold>(chứa 100 bình Nhất Nguyên Phục Khởi Đơn)		Dược phẩm	\script\item\item_billing\xiaobaoyiyuanfushidan.lua		0	0							
Nhất Nguyên Phục Thủy Đơn (đại)	2	1	494	200	1	1												\image\item\other\̣ú̀ỹềằễêạ́ấẳàÔa1.spr	\image\item\other\̣ú̀ỹềằễêạ́ấẳàÔa0.spr	Bên trong chứa 250 bình Nhất Nguyên Phục Thủy Đơn 		Dược phẩm	\script\item\item_billing\dabaoyiyuanfushidan.lua		0	0							
Vạn Vật Quy Nguyên Đơn (tiểu)	2	1	495	100	1	1												\image\item\other\éẰỹỂũẻùạộễêàÔa1.spr	\image\item\other\éẰỹỂũẻùạộễêàÔa0.spr	Vạn Vật Quy Nguyên Đơn_túi nhỏ.<enter><color=Gold>(chứa 100 bình Vạn Vật Quy Nguyên Đơn)		Dược phẩm	\script\item\item_billing\xiaobaowanwuguiyuandan.lua		0	0							
Vạn Vật Quy Nguyên Đơn (đại)	2	1	496	200	1	1												\image\item\other\̣ú̀ỹỂũẻùạộễêàÔa1.spr	\image\item\other\̣ú̀ỹỂũẻùạộễêàÔa0.spr	Bên trong chứa 250 bình Vạn Vật Quy Nguyên Đơn 		Dược phẩm	\script\item\item_billing\dabaowanwuguiyuandan.lua		0	0							
Tiểu Thần Thông Phù	2	1	497	1	0	10												\image\item\other\̀Ễ̉ọéĂẫủỂăẫủãỷa1.spr	\image\item\other\̀Ễ̉ọéĂẫủỂăẫủãỷa0.spr	Búp bê thần kỳ biết biến hóa thành nhiều hình dạng đi theo sau chủ nhân. Hiệu lực 24 giờ.		Thần bí	\script\online\afterworldcup06\item\transformer_item.lua		2	1							
Tiểu Niên Thú Thần Phù	2	1	498	1	0	10												\image\item\other\éĂẤờấịẫủãỷa1.spr	\image\item\other\éĂẤờấịẫủãỷa0.spr	Có thể gọi 1 con Tiểu Niên Thú theo sau chủ nhân . Thời gian hiệu lực còn 24 giờ.		Thần bí	\script\online\afterworldcup06\item\newyear_monster_item.lua		0	1							
Lễ bao kỷ niệm cúp thế giới	2	1	499	1	0	10												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	"Món quà nhân kỷ niệm Cúp bóng đá thế giới Đức, phần thưởng phong phú."		Đã khóa	\script\online\afterworldcup06\item\present_bag_item.lua		2	1							
Túi quà Sơn Hà Thiên Tôn	2	1	500	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	"Chứa nhiều loại vật phẩm cao cấp, may mắn có thể nhận được thần vật Thượng Cổ."		Thần bí			0	1							
Quà kỹ niệm world cup	2	1	501	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	"Món quà nhân kỷ niêm cúp bóng đá thế giới Đức 2006, may mắn có thể nhận được nhiều phần thưởng đặc biệt."		Thần bí			0	1							
Chế tạo thần binh	2	1	502	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Chứa nhiều thiên thạch chuyên dùng để nâng cấp vật phẩm.		Thần bí			0	1							
Vô Ngấn Thủy	2	1	503	1	0	1												\image\item\other\ẻịẲỒậđa1.spr	\image\item\other\ẻịẲỒậđa0.spr	"Mấy mươi năm trước, Vân Dương chân nhân tình cờ phát hiện 1 hang động thần bí. Nước suối có màu mực đen và màu đỏ của máu, nên gọi là Vô Ngấn Thủy. <enter> <color=Gold>(Hủy 1 quyển bí kiếp trên mật tịch trang bị)."		Thần bí	\script\item\item_billing\wuhenshui.lua		0	1							
Nữ Oa Tinh Thạch	2	1	504	1	0	1												\image\item\other\Ềđộ̉ắôấẰa1.spr	\image\item\other\Ềđộ̉ắôấẰa0.spr	"Nữ Oa thần thạch trải qua thời gian mấy ngàn năm trở nên sắc bén, cắt vật phẩm không để lại chút dấu vết. <enter> <color=Gold>(Bỏ 1 quyển bí kiếp trên mật tịch trang bị)."		Thần bí	\script\item\item_billing\nvwajingshi.lua		0	1							
Chiến bào cúp thế giới	2	1	505	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	<enter><color=Gold>Có thể nhận được bất kỳ một chiến bào cúp thế giới			\script\item\item_billing\shijiebeizhanpao.lua		0	1							
Thiếp mời	2	1	506	1	0	1												\image\item\other\ầởèỷa1.spr	\image\item\other\ầởèỷa0.spr	Thiếp mời bằng hữu tham dự đám cưới.		Hỉ sự	\script\item\item_billing\qingtie.lua		0	0							
Kẹo mừng	2	1	507	1	0	999												\image\item\other\ẽ̃èầa1.spr	\image\item\other\ẽ̃èầa0.spr	Kẹo mừng tăng thêm không khí vui tươi trong đám cưới .		Hỉ sự	\script\item\item_billing\xitang.lua		0	0							
Hồng bao	2	1	508	0	0	999												\image\item\other\Ẳỡ̀ỹa1.spr	\image\item\other\Ẳỡ̀ỹa0.spr	"Hồng bao tặng thân hữu, trong có 88 vàng."		Hỉ sự	\script\item\item_billing\xiaolijin.lua		0	1							
Khế Ước Thư	2	1	509	1	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Bản thỏa thuận thuê mướn có chữ ký của hai bên .		Thần bí	\script\item\qiyue.lua		0	1							
Bảo Đao Tây Vực	2	1	510	500	1	1												\image\item\other\coll_141a1.spr	\image\item\other\coll_141a0.spr	"Vũ khí của cao thủ Tây Vực, uy lực rất mạnh nhưng trọng lượng hơi nặng."		Đã khóa			1	0							
Hộ Uyển lông Lạc Đà	2	1	511	500	1	1												\image\item\other\coll_074a1.spr	\image\item\other\coll_074a0.spr	"Bao tay làm từ lông lạc đà, dùng để chống lạnh."		Đã khóa			1	0							
ám Yên Nguyên Thạch	2	1	512	500	1	1												\image\item\other\coll_026a1.spr	\image\item\other\coll_026a0.spr	ám yên nguyên thạch thô sơ		Đã khóa			1	0							
Âm Phách Nguyên Thạch	2	1	513	500	1	1												\image\item\other\coll_027a1.spr	\image\item\other\coll_027a0.spr	Âm phách nguyên thạch thô sơ		Đã khóa			1	0							
Tinh Kim Tây Vực	2	1	514	500	1	1												\image\item\other\coll_042a1.spr	\image\item\other\coll_042a0.spr	"Kim loại thần bí ở Tây Vực, dùng để chế tạo thần khí"		Đã khóa			1	0							
Trứng Đại Bàng	2	1	515	500	1	1												\image\item\other\coll_028a1.spr	\image\item\other\coll_028a0.spr	Trứng của Đại bàng		Đã khóa			1	0							
Tuyết Tinh Nguyên Thạch	2	1	516	500	1	1												\image\item\other\coll_022a1.spr	\image\item\other\coll_022a0.spr	Tuyết tinh nguyên thạch thô sơ		Đã khóa			1	0							
Hổ Phách Nguyên Thạch	2	1	517	500	1	1												\image\item\other\coll_084a1.spr	\image\item\other\coll_084a0.spr	Hổ phách nguyên thạch thô sơ		Đã khóa			1	0							
Lông Đại Bàng	2	1	518	500	1	1												\image\item\other\orsilk_014a1.spr	\image\item\other\orsilk_014a0.spr	"Lông của Đại bàng, tượng trưng cho sự dũng mãnh"		Đã khóa			1	0							
Dạ Quang Bôi	2	1	519	500	1	1												\image\item\other\coll_044a1.spr	\image\item\other\coll_044a0.spr	Dạ quang bôi dùng để uống rượu Bồ Đào của Tây Vực.		Đã khóa			1	0							
Thanh Kim Nguyên Thạch	2	1	520	500	1	1												\image\item\other\coll_017a1.spr	\image\item\other\coll_017a0.spr	"Tinh kim nguyên thạch, không thể xác định giá trị"		Đã khóa			1	0							
Lông lạc đà	2	1	521	500	1	1												\image\item\other\orsilk_001a1.spr	\image\item\other\orsilk_001a0.spr	"Lông tơ của lạc đà, có thể chế tạo nhiều sản phẩm thêu dệt."		Đã khóa			1	0							
Linh dược Tây Vực	2	1	522	500	1	1												\image\item\usable\heal_006a1.spr	\image\item\usable\heal_006a0.spr	"Linh dược Tây Vực, nghe nói hiệu quả không thua kém Hắc Ngọc Đoạn Tục Cao nhưng chưa ai dùng qua."		Đã khóa			1	0							
Kim Cang Nguyên Thạch	2	1	523	500	1	1												\image\item\other\coll_086a1.spr	\image\item\other\coll_086a0.spr	"Kim cang nguyên thạch thô sơ, không thể xác định giá trị"		Đã khóa			1	0							
Thịt lạc đà	2	1	524	500	1	1												\image\item\usable\edib_001a1.spr	\image\item\usable\edib_001a0.spr	"Thịt lạc đà, Trung Nguyên hiếm thấy"		Đã khóa			1	0							
Lục Trụ Nguyên Thạch	2	1	525	500	1	1												\image\item\other\coll_091a1.spr	\image\item\other\coll_091a0.spr	Lục trụ nguyên thạch thô sơ		Đã khóa			1	0							
Âm Linh Thạch	2	18	1	1	0	1												\image\item\stone\stone_001a1.spr	\image\item\stone\stone_001a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	1	0	0							
Âm Linh Thạch	2	18	11	1	0	1												\image\item\stone\stone_002a1.spr	\image\item\stone\stone_002a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	2	0	1							
Âm Linh Thạch	2	18	21	1	0	1												\image\item\stone\stone_003a1.spr	\image\item\stone\stone_003a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	3	0	1							
Dương Linh Thạch	2	18	31	1	0	1												\image\item\stone\stone_004a1.spr	\image\item\stone\stone_004a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	1	0	0							
Dương Linh Thạch	2	18	41	1	0	1												\image\item\stone\stone_005a1.spr	\image\item\stone\stone_005a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	2	0	1							
Dương Linh Thạch	2	18	51	1	0	1												\image\item\stone\stone_006a1.spr	\image\item\stone\stone_006a0.spr	"Bảo thạch tụ tập linh khí chí âm của tam giới, có thể mang lại năng lực rất lớn.<enter><color=Gold> (Chuột phải để khảm)"		Linh thạch	\script\item\lingshixiangqian.lua	3	0	1							
Rương của Côn Lôn Nô để lại	2	1	526	1	1	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Có thể tặng trang bị cho người chơi trong đội ngũ		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Rương của Bùi Hàng để lại	2	1	527	1	1	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Có thể tặng trang bị cho người chơi trong đội ngũ		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Rương của Liễu Nghị để lại	2	1	528	1	1	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Có thể tặng trang bị cho người chơi trong đội ngũ		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Rương của Hồng Tuyến để lại	2	1	529	1	1	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Có thể tặng trang bị cho người chơi trong đội ngũ		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Rương sắt của Hạ Cảnh Thắng	2	1	530	1	1	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	"Rương của Thẩm Điện Điện. Nhấn chuột phải để sử dụng, có thể tặng trang bị cho người chơi trong đội ngũ"		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Rương sắt của Nhiếp Đại Chùy	2	1	531	1	1	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	"Rương của Thẩm Điện Điện. Nhấn chuột phải để sử dụng, có thể tặng trang bị cho người chơi trong đội ngũ"		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Bảo rương của Bộ Phi Yên	2	1	532	1	1	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	"Rương của Bộ Phi Yên để lại. Nhấn chuột phải để sử dụng, có thể tặng trang bị cho người chơi trong đội ngũcho người chơi trong đội ngũ"		Đã khóa	\script\item\zgcconftaskprzie.lua		2	1							
Liên Lý Quả	2	1	534	1	0	1												\image\item\other\secr_019a1.spr	\image\item\other\secr_019a0.spr	"Quả tích lũy điểm kinh nghiệm, dành cho bạn đời!"		Hỉ sự	\script\item\lianliguo.lua		0	0							
Giấy Ly hôn	2	1	535	1	0	1												\image\item\other\slife_001a1.spr	\image\item\other\slife_001a0.spr	Giấy Ly hôn<enter><color=Gold>Vật chứng hủy bỏ quan hệ phu thê		Đã khóa	\script\item\xiushu.lua		2	1							
Tử Kim Hồng Bao (trống)	2	1	536	0	0	1												\image\item\other\ệéàẩẴếẲỡ̀ỹa1.spr	\image\item\other\ệéàẩẴếẲỡ̀ỹa0.spr	"Tử Kim Hồng Bao tặng thân hữu, hiện đang trống.<enter><color=Gold>(Có thể chứa 360 vàng)"		Hỉ sự	\script\item\item_billing\lijin_empty.lua		0	1							
Tử Kim Hồng Bao	2	1	537	0	0	999												\image\item\other\ệéàẩẲỡ̀ỹa1.spr	\image\item\other\ệéàẩẲỡ̀ỹa0.spr	"Tử Kim Hồng Bao tặng thân hữu, bên trong có 360 vàng"		Hỉ sự	\script\item\item_billing\lijin.lua		0	1							
Hoàng Kim Đại Hồng Bao (trống)	2	1	538	0	0	1												\image\item\other\áòẳảẴếẲỡ̀ỹa1.spr	\image\item\other\áòẳảẴếẲỡ̀ỹa0.spr	"Hoàng Kim Đại Hồng Bao, hiện đang trống.<enter><color=Gold>(Có thể chứa 999 vàng)"		Hỉ sự	\script\item\item_billing\dalijin_empty.lua		0	1							
Đại hồng bao hoàng kim	2	1	539	0	0	999												\image\item\other\áòẳảẲỡ̀ỹa1.spr	\image\item\other\áòẳảẲỡ̀ỹa0.spr	"Hoàng Kim Đại Hồng Bao, trong có chứa 999 vàng"		Hỉ sự	\script\item\item_billing\dalijin.lua		0	1							
Lễ rương	2	1	540	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Rương lễ kim.<enter><color=Gold>(Sau khi sử dụng nhận được 50 lễ kim)		Hỉ sự	\script\item\item_billing\lijin_packet.lua		0	0							
Vĩnh Kết Đồng Tâm bao	2	1	541	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	"Lễ bao nơi tổ chức hôn lễ tặng cô dâu chú rể, kính chúc hai người trăm năm hạnh phúc!"		Hỉ sự	\script\ẵỏằộ\marriage_packet1.lua		2	1							
Cấm Sắt Hòa Minh bao	2	1	542	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	"Lễ bao nơi tổ chức hôn lễ tặng cô dâu chú rể, kính chúc hai người trăm năm hạnh phúc!"		Hỉ sự	\script\ẵỏằộ\marriage_packet2.lua		2	1							
Chu Liên Bích Hợp bao	2	1	543	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	"Lễ bao nơi tổ chức hôn lễ tặng cô dâu chú rể, kính chúc hai người trăm năm hạnh phúc!"		Hỉ sự	\script\ẵỏằộ\marriage_packet3.lua		2	1							
Văn Định Cát Tường bao	2	1	544	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	"Lễ bao nơi tổ chức hôn lễ tặng cô dâu chú rể, kính chúc hai người trăm năm hạnh phúc!"		Hỉ sự	\script\ẵỏằộ\marriage_packet4.lua		2	1							
Đại xuất hồn quả	2	1	545	1	0	1												\image\item\other\̣ú́ửằờạỷa1.spr	\image\item\other\̣ú́ửằờạỷa0.spr	"Quả thần kỳ, tăng tiên khí, giúp bạn đời tích lũy kinh nghiệm.<enter><color=Gold> (Giúp bạn đời tích lũy kinh nghiệm khi rời mạng, hiệu quả gấp 2 lần Xuất Hồn Quả, duy trì 2 giờ)"		Hỉ sự	\script\item\chuhunguo.lua		0	0							
Pháo hoa hôn lễ	2	1	546	1	0	999												\image\item\other\áòẳảẮủằăa1.spr	\image\item\other\áòẳảẮủằăa0.spr	"Pháo hoa rực rỡ, làm nổi bật không khí của buổi tiệc mừng, nhấn chuột phải để đặt, nhấn tiếp 1 cái để đốt. (Chỉ có thể sử dụng tại nơi tổ chức hôn lễ)"		Hỉ sự	\script\item\item_billing\lihua.lua		0	0							
Thiệp mời	2	1	547	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	"Thiệp mời quan khách đến dự lễ cưới, nhấn chuột phải để lấy thiệp mời, mỗi lần lấy 10 tấm, tổng cộng 20 tấm."		Hỉ sự	\script\item\item_billing\qingtie_packet.lua		2	1							
Pháo thăng thiên	2	1	548	1	0	999												\image\item\other\secr_023a1.spr	\image\item\other\secr_023a0.spr	"Bắn ra hoa giấy bay khắp trời, làm không khí thêm náo nhiệt. (Chỉ có thể sử dụng tại nơi tổ chức hôn lễ)"		Hỉ sự	\script\item\item_billing\mantiancaixie.lua		0	0							
Lễ kim	2	1	549	0	0	9999												\image\item\other\ằộầỡằừ̉ềa1.spr	\image\item\other\ằộầỡằừ̉ềa0.spr	Dùng để mua vật phẩm liên quan hôn nhân		Hỉ sự			0	1							
Sổ tay thuyết minh sân bãi	2	1	550	1	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Ghi lại cách sử dụng của sân bãi		Hỉ sự	\script\ẵỏằộ\notebook_item.lua		2	1							
Rương trang sức (hôn lễ)	2	1	551	1	0	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	Rương của Thẩm Điện Điện.<enter><color=Gold>(chứa nón tân hôn)		Hỉ sự	\script\item\item_billing\xinhuntoushibao.lua		0	0							
Rương y phục (hôn lễ)	2	1	552	1	0	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	Rương của Thẩm Điện Điện.<enter><color=Gold>(chứa lễ phục tân hôn)		Hỉ sự	\script\item\item_billing\xinhunlifubao.lua		0	0							
Rương lễ phục chủ hôn	2	1	553	1	0	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	Rương của Thẩm Điện Điện.<enter><color=Gold>(chứa lễ phục của chủ hôn nhân)		Hỉ sự	\script\item\item_billing\zhuhunlifubao.lua		0	0							
Pháo hoa	2	1	554	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Pháo hoa để mừng lễ cưới.<enter><color=Gold>(trong chứa 18 loại pháo bông)		Hỉ sự	\script\item\item_billing\fireworks_packet.lua		0	0							
Xuất hồn quả	2	1	555	1	0	1												\image\item\other\́ửằờạỷa1.spr	\image\item\other\́ửằờạỷa0.spr	"Quả thần kỳ, tăng tiên khí, giúp bạn đời tích lũy kinh nghiệm.<enter><color=Gold> (Giúp bạn đời tích lũy kinh nghiệm khi rời mạng, duy trì 2 giờ)"		Hỉ sự	\script\item\chuhunguo.lua		0	0							
Túi kẹo	2	1	556	1	0	1												\image\item\other\quest_012a1.spr	\image\item\other\quest_012a0.spr	Trong chứa nhiều kẹo ngọt.<enter><color=Gold>( 20 viên)		Hỉ sự	\script\item\item_billing\xitang_packet.lua		0	0							
Hôn khánh lễ hoa bao	2	1	557	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Pháo hoa mừng ngày cưới.<enter><color=Gold>(chứa 5 pháo hoa)		Hỉ sự	\script\item\item_billing\lihua_packet.lua		0	0							
Bao pháo	2	1	558	1	0	1												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	pháo thăng thiên mừng lễ cưới.<enter><color=Gold>(5 viên)		Hỉ sự	\script\item\item_billing\mantiancaixie_packet.lua		0	0							
Lễ rương lớn	2	1	559	1	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Rương chứa lễ kim.<enter><color=Gold>(Sử dụng nhận được 500 lễ kim)		Hỉ sự	\script\item\item_billing\dalijin_packet.lua		0	0							
